Coding System (Read),Codes,Description,Entity type,Category
Read,U20B000,[X]Int self poison/exposure to other gas/vapour at home,res59: Self-harm,diagnostic
Read,ZX1B300,Jumping from cliff,res59: Self-harm,diagnostic
Read,U2zy.00,[X]Intent self harm by unspecif means occ oth specif place,res59: Self-harm,diagnostic
Read,ZX1C.00,Nipping self,res59: Self-harm,diagnostic
Read,ZX13.00,Cutting self,res59: Self-harm,diagnostic
Read,ZX1K.12,Setting self alight,res59: Self-harm,diagnostic
Read,TK1..00,Suicide + selfinflicted poisoning by gases in domestic use,res59: Self-harm,diagnostic
Read,ZX19100,Punching self,res59: Self-harm,diagnostic
Read,14K1.00,Intentional overdose of prescription only medication,res59: Self-harm,diagnostic
Read,ZX1E.00,Pinching self,res59: Self-harm,diagnostic
Read,U20..00,[X]Intentional self poisoning/exposure to noxious substances,res59: Self-harm,diagnostic
Read,ZX19200,Slapping self,res59: Self-harm,diagnostic
Read,TKx1.00,Suicide and selfinflicted injury by burns or fire,res59: Self-harm,diagnostic
Read,ZX19.00,Hitting self,res59: Self-harm,diagnostic
Read,U201.00,[X]Intent self poison/exposure to antiepileptic,res59: Self-harm,diagnostic
Read,ZX1G.00,Scratches self,res59: Self-harm,diagnostic
Read,TK00.00,Suicide + selfinflicted poisoning by analgesic/antipyretic,res59: Self-harm,diagnostic
Read,ZX1K.00,Self-incineration,res59: Self-harm,diagnostic
Read,U204.13,[X]Overdose - SSRI,res59: Self-harm,diagnostic
Read,ZX1H.00,Self-asphyxiation,res59: Self-harm,diagnostic
Read,U204z00,[X]Intent self poison psychotropic drug unspecif place,res59: Self-harm,diagnostic
Read,ZX1B.00,Jumping from height,res59: Self-harm,diagnostic
Read,U204.12,[X]Overdose - amitriptyline,res59: Self-harm,diagnostic
Read,ZX1B100,Jumping from building,res59: Self-harm,diagnostic
Read,U72..00,[X]Sequel intentn self-harm assault+event of undeterm intent,res59: Self-harm,diagnostic
Read,ZX1B200,Jumping from bridge,res59: Self-harm,diagnostic
Read,U45..00,[X]Other+unspecified firearm discharge undetermined intent,res59: Self-harm,diagnostic
Read,ZX1H100,Self-strangulation,res59: Self-harm,diagnostic
Read,U202000,[X]Int self poison/exposure to sedative hypnotic at home,res59: Self-harm,diagnostic
Read,U2zz.00,[X]Intent self harm by unspecif means occ at unspecif place,res59: Self-harm,diagnostic
Read,U2yz.00,[X]Intent self harm by oth specif means occ unspecif place,res59: Self-harm,diagnostic
Read,U2z0.00,[X]Intentional self harm by unspecif means occurrn at home,res59: Self-harm,diagnostic
Read,TKy..00,Late effects of selfinflicted injury,res59: Self-harm,diagnostic
Read,TK...11,Cause of overdose - deliberate,res59: Self-harm,diagnostic
Read,ZX1K.11,Setting fire to self,res59: Self-harm,diagnostic
Read,TK3..00,Suicide + selfinflicted injury by hang/strangulate/suffocate,res59: Self-harm,diagnostic
Read,TK3z.00,Suicide + selfinflicted inj by hang/strangle/suffocate NOS,res59: Self-harm,diagnostic
Read,U2E..00,[X]Self mutilation,res59: Self-harm,diagnostic
Read,SL...15,Overdose of drug,res59: Self-harm,diagnostic
Read,U208400,[X]Intent self pois oth/unsp drug/medic in street/highway,res59: Self-harm,diagnostic
Read,SL...14,Overdose of biological substance,res59: Self-harm,diagnostic
Read,TK60.00,Suicide and selfinflicted injury by cutting,res59: Self-harm,diagnostic
Read,TK11.00,Suicide + selfinflicted poisoning by liquified petrol gas,res59: Self-harm,diagnostic
Read,SL90z00,Anti-depressant poisoning NOS,res59: Self-harm,diagnostic
Read,TK04.00,Suicide + selfinflicted poisoning by other drugs/medicines,res59: Self-harm,diagnostic
Read,TK0..00,Suicide + selfinflicted poisoning by solid/liquid substances,res59: Self-harm,diagnostic
Read,TK01.00,Suicide + selfinflicted poisoning by barbiturates,res59: Self-harm,diagnostic
Read,TK02.00,Suicide + selfinflicted poisoning by oth sedatives/hypnotics,res59: Self-harm,diagnostic
Read,SL90.00,Antidepressant poisoning,res59: Self-harm,diagnostic
Read,TK07.00,Suicide + selfinflicted poisoning by corrosive/caustic subst,res59: Self-harm,diagnostic
Read,U2y..00,[X]Intentional self harm by other specified means,res59: Self-harm,diagnostic
Read,TK06.00,Suicide + selfinflicted poisoning by agricultural chemical,res59: Self-harm,diagnostic
Read,TK05.00,Suicide + selfinflicted poisoning by drug or medicine NOS,res59: Self-harm,diagnostic
Read,TK0z.00,Suicide + selfinflicted poisoning by solid/liquid subst NOS,res59: Self-harm,diagnostic
Read,TK...14,Suicide and self harm,res59: Self-harm,diagnostic
Read,TK2..00,Suicide + selfinflicted poisoning by other gases and vapours,res59: Self-harm,diagnostic
Read,TK...13,Poisoning - self-inflicted,res59: Self-harm,diagnostic
Read,ZX1H200,Self-suffocation,res59: Self-harm,diagnostic
Read,ZX18.00,Hanging self,res59: Self-harm,diagnostic
Read,TK1y.00,Suicide and selfinflicted poisoning by other utility gas,res59: Self-harm,diagnostic
Read,TK20.00,Suicide + selfinflicted poisoning by motor veh exhaust gas,res59: Self-harm,diagnostic
Read,TK3y.00,Suicide + selfinflicted inj oth mean hang/strangle/suffocate,res59: Self-harm,diagnostic
