Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,18312001,INSUMAN COMB 15 CARTRIDGE injection suspension 100 units/ml [AVENTIS],res22: diabetes_meds,drug
Multilex,18576005,OptiClik grey insulin pen 3ml/1-80 units [SANOFI/AVE],res22: diabetes_meds,drug
Multilex,18486001,ONGLYZA tablets 2.5mg [BMS],res22: diabetes_meds,drug
Multilex,2912001,metformin tablets 500mg,res22: diabetes_meds,drug
Multilex,18840001,TRAJENTA tablets 5mg [BOEH INGL],res22: diabetes_meds,drug
Multilex,18839001,linagliptin tablets 5mg,res22: diabetes_meds,drug
Multilex,18835001,NOVORAPID FLEXTOUCH injection solution 100 units/ml [NOVO],res22: diabetes_meds,drug
Multilex,18694001,BYDUREON powder for prolonged release injection suspension 2mg [LILLY],res22: diabetes_meds,drug
Multilex,18298001,METABET SR tablets 500mg [MORNINGSID],res22: diabetes_meds,drug
Multilex,23274005,Humapen Memoir insulin pen 3ml/1-60 units [LILLY],res22: diabetes_meds,drug
Multilex,245001,DIMELOR tablets 500mg [LILLY],res22: diabetes_meds,drug
Multilex,!3474903,INSULIN HUMULIN S (NEUTRAL SOLUBLE),res22: diabetes_meds,drug
Multilex,411001,GLUTRIL tablets 25mg [ROCHE],res22: diabetes_meds,drug
Multilex,22339005,u100 safety single use insulin syringe with 12mm needle(29G) 1ml,res22: diabetes_meds,drug
Multilex,!3474502,INSULIN HUMAN ACTRAPID PENFILL,res22: diabetes_meds,drug
Multilex,!2927101,GLIBENCLAMIDE,res22: diabetes_meds,drug
Multilex,27576005,ClikStar silver insulin pen 3ml/1-80 units [SANOFI/AVE],res22: diabetes_meds,drug
Multilex,27569005,ClikStar blue insulin pen 3ml/1-80 units [SANOFI/AVE],res22: diabetes_meds,drug
Multilex,!3471801,INSULIN HUM/ACTRAPID,res22: diabetes_meds,drug
Multilex,!3477701,INSULIN HUMULIN M2 VIAL,res22: diabetes_meds,drug
Multilex,21007,INSULIN ISOPHANE (PURIFIED) 100 I/U INJ,res22: diabetes_meds,drug
Multilex,!4475601,METFORMIN,res22: diabetes_meds,drug
Multilex,!3510610,INSULIN ZINC ANIMAL SUSPENSION,res22: diabetes_meds,drug
Multilex,!3522501,INSULIN ZINC LENTE PURIFIED SUSPENSION,res22: diabetes_meds,drug
Multilex,3707007,INSULIN ISOPHANE (HIGHLY PURIFIED) 100 I/U INJ,res22: diabetes_meds,drug
Multilex,17010001,EDICIL MR tablets 30mg [RATIOPHARM],res22: diabetes_meds,drug
Multilex,4836007,INSULIN NEUPHANE (ISOPHANE)(PURIFIED) 100 I/U INJ,res22: diabetes_meds,drug
Multilex,18209001,INSUMAN COMB 25 SOLOSTAR injection suspension 100 units/ml [AVENTIS],res22: diabetes_meds,drug
Multilex,1774001,HUMAN INITARD 50/50 injection 100 units/ml [NOVO],res22: diabetes_meds,drug
Multilex,1474009,INSULIN ZINC SUSPENSION LENTE injection 100 iu/ml [CELLTECH],res22: diabetes_meds,drug
Multilex,2416001,LIBANIL tablets 2.5mg [APS],res22: diabetes_meds,drug
Multilex,3205007,INSULIN PUR-IN MIX 15/85 100 I/U INJ,res22: diabetes_meds,drug
Multilex,2910001,GLYCONON tablets 500mg [DDSA],res22: diabetes_meds,drug
Multilex,3018001,acetohexamide tablets 500mg,res22: diabetes_meds,drug
Multilex,16450005,SQ-Pen 3ml vial adaptor pack SQ 003 [MED HOUSE],res22: diabetes_meds,drug
Multilex,4729007,METFORMIN 800 MG TAB,res22: diabetes_meds,drug
Multilex,3735001,glymidine sodium tablets 500mg,res22: diabetes_meds,drug
Multilex,17008005,Exubera chamber [AV/PFIZER],res22: diabetes_meds,drug
Multilex,4834007,INSULIN MIXTARD 30/70 40 I/U INJ,res22: diabetes_meds,drug
Multilex,3935007,INSULIN SEMITARD 100 I/U INJ,res22: diabetes_meds,drug
Multilex,16380001,BOLAMYN SR tablets 500mg [TEVA],res22: diabetes_meds,drug
Multilex,17007005,Exubera insulin release units [AV/PFIZER],res22: diabetes_meds,drug
Multilex,16451005,SQ-Pen 10ml vial adaptor pack SQ 005 [MED HOUSE],res22: diabetes_meds,drug
Multilex,16594001,HUMALOG MIX 50 KWIKPEN injection suspension 100 units/ml [LILLY],res22: diabetes_meds,drug
Multilex,16455005,SQ-Pen 3 month 3ml consumable pack SQ 004 [MED HOUSE],res22: diabetes_meds,drug
Multilex,16457005,SQ-Pen nozzle pack SQ 002 [MED HOUSE],res22: diabetes_meds,drug
Multilex,16456005,SQ-Pen 3 month 10ml consumable pack SQ 006 [MED HOUSE],res22: diabetes_meds,drug
Multilex,16596001,HUMALOG KWIKPEN injection solution 100 units/ml [LILLY],res22: diabetes_meds,drug
Multilex,17005005,Exubera kit [AV/PFIZER],res22: diabetes_meds,drug
Multilex,16595001,HUMALOG MIX 25 KWIKPEN injection suspension 100 units/ml [LILLY],res22: diabetes_meds,drug
Multilex,16598001,sitagliptin with metformin tablets 50mg + 1000mg,res22: diabetes_meds,drug
Multilex,16968001,GLUCOPHAGE SR tablets 1000mg [MERCK SER],res22: diabetes_meds,drug
Multilex,16967001,metformin modified release tablet 1000mg,res22: diabetes_meds,drug
Multilex,18036001,HUMULIN M3 KWIKPEN injection suspension 100 units/ml [LILLY],res22: diabetes_meds,drug
Multilex,5702001,PUR-IN MIX 15/85 injection [CP PHARM],res22: diabetes_meds,drug
Multilex,17080001,metformin oral powder 500mg,res22: diabetes_meds,drug
Multilex,8440001,glibornuride tablets 25mg,res22: diabetes_meds,drug
Multilex,17424001,saxagliptin tablets 5mg,res22: diabetes_meds,drug
Multilex,5522007,INSULIN HYPURIN SOLUBLE 100 I/U INJ,res22: diabetes_meds,drug
Multilex,17206001,VICTOZA injection 18mg/3ml [NOVO],res22: diabetes_meds,drug
Multilex,17083001,GLUCOPHAGE sachets 1000mg [MERCK SER],res22: diabetes_meds,drug
Multilex,18037001,HUMULIN I KWIKPEN injection suspension 100 units/ml [LILLY],res22: diabetes_meds,drug
Multilex,17205001,liraglutide injection 18mg/3ml,res22: diabetes_meds,drug
Multilex,17655005,Comfort Point insulin syringe with 12mm needle(29G) 1ml [EXELINT],res22: diabetes_meds,drug
Multilex,6283003,syringe for injection 2 ml syringe,res22: diabetes_meds,drug
Multilex,17426001,ONGLYZA tablets 5mg [BMS],res22: diabetes_meds,drug
Multilex,17534005,Optipen Pro 1 blue insulin pen 3ml/1-60 units [AVENTIS],res22: diabetes_meds,drug
Multilex,17541001,insulin biphasic lispro vial injection suspension 25:75; 100 units/ml,res22: diabetes_meds,drug
Multilex,17535005,Optipen Pro 1 white insulin pen 3ml/1-60 units [AVENTIS],res22: diabetes_meds,drug
Multilex,5797007,INSULIN NEUSULIN (NEUTRAL)(PURIFIED) 100 I/U INJ,res22: diabetes_meds,drug
Multilex,17695001,DACADIS modified release tablet 30mg [GEN (UK)],res22: diabetes_meds,drug
Multilex,17863001,ZICRON tablets 40mg [BRISTOL LB],res22: diabetes_meds,drug
Multilex,17656005,Comfort Point insulin syringe with 12mm needle(29G) 0.5ml [EXELINT],res22: diabetes_meds,drug
Multilex,8839001,insulin zinc suspension mixed porcine injection 100 units/ml,res22: diabetes_meds,drug
Multilex,11476003,ROMOZIN tablets 400mg [GLAXO],res22: diabetes_meds,drug
Multilex,18485001,saxagliptin tablets 2.5mg,res22: diabetes_meds,drug
Multilex,!3480103,INSULIN PORK INSULATARD,res22: diabetes_meds,drug
Multilex,!3510609,INSULIN ZINC BOVINE SUSPENSION,res22: diabetes_meds,drug
