terminology,code,term,code_type
SNOMEDCT,173617001,Open operations on oesophageal varices,
SNOMEDCT,67364009,Local ligation of oesophageal varices,
SNOMEDCT,173621008,Open injection sclerotherapy to oesophageal varices,
SNOMEDCT,173617001,Open operation on oesophageal varices NOS,
SNOMEDCT,173639004,Fibreoptic oesophagoscopy & injection sclerotherapy varices,
SNOMEDCT,173639004,Fibreoptic oesophagoscopy & injection sclerotherapy varices,
SNOMEDCT,173641003,Fibreoptic oesophagoscopy and banding of oesophageal varices,
SNOMEDCT,173641003,Fibreoptic oesophagoscopy and banding of oesophageal varices,
SNOMEDCT,173660005,Rigid oesophagoscopy and injection sclerotherapy of varices,
SNOMEDCT,173660005,Rigid oesophagoscopy and injection sclerotherapy of varices,
SNOMEDCT,173661009,Rigid oesophagoscopy and banding of oesophageal varices,
SNOMEDCT,173661009,Rigid oesophagoscopy and banding of oesophageal varices,
SNOMEDCT,173679008,Balloon tamponade of oesophagus,
SNOMEDCT,173679008,Balloon tamponade of oesophagus,
SNOMEDCT,18027006,Liver transplant,
SNOMEDCT,18027006,Liver transplant,
SNOMEDCT,18027006,Liver transplant,
SNOMEDCT,18027006,Liver transplant,
SNOMEDCT,18027006,Liver transplant,
SNOMEDCT,18027006,Liver transplant,
SNOMEDCT,18027006,Liver transplant,
SNOMEDCT,174425003,Orthotopic liver transplant,
SNOMEDCT,174426002,Heterotopic liver transplant,
SNOMEDCT,174426002,Heterotopic liver transplant,
SNOMEDCT,174426002,Heterotopic liver transplant,
SNOMEDCT,174426002,Heterotopic liver transplant,
SNOMEDCT,174426002,Heterotopic liver transplant,
SNOMEDCT,174426002,Heterotopic liver transplant,
SNOMEDCT,174427006,Replacement of previous liver transplant,
SNOMEDCT,18027006,Other specified transplantation of liver,
SNOMEDCT,18027006,Transplantation of liver NOS,
SNOMEDCT,235458006,Exploration liver (& transplanted),
SNOMEDCT,265437009,Exploration liver (& transplanted),
SNOMEDCT,186628001,Viral hepatitis C with coma,
SNOMEDCT,186639003,Chronic viral hepatitis B without delta-agent,
SNOMEDCT,419531000000100,[X]Other chronic viral hepatitis,
SNOMEDCT,419531000000100,[X]Other chronic viral hepatitis,
SNOMEDCT,10295004,[X]Other chronic viral hepatitis,
SNOMEDCT,3738000,[X]Other chronic viral hepatitis,
SNOMEDCT,3738000,[X]Other chronic viral hepatitis,
SNOMEDCT,419541000000109,"[X]Chronic viral hepatitis, unspecified",
