Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,5199GE,EXACERBATION COAD,res43: copd_kontopantelis_bmjqs2012,symptom
OXMIS,5199GP,COPD (CHRONIC OBSTRUCTIVE PULMONARY DISE,res43: copd_kontopantelis_bmjqs2012,diagnostic
OXMIS,5199G,OBSTRUCTIVE AIRWAYS DISEASE CHRONIC,res43: copd_kontopantelis_bmjqs2012,diagnostic
OXMIS,492,EMPHYSEMA PULMONARY,res43: copd_kontopantelis_bmjqs2012,diagnostic
OXMIS,491 E,CHRONIC BRONCHITIS WITH EMPHYSEMA,res43: copd_kontopantelis_bmjqs2012,diagnostic
OXMIS,492 AC,EMPHYSEMA APICAL BULLAE,res43: copd_kontopantelis_bmjqs2012,diagnostic
OXMIS,491,CHRONIC BRONCHITIS,res43: copd_kontopantelis_bmjqs2012,diagnostic
OXMIS,5199GL,COLD (CHRONIC OBSTRUCTIVE LUNG DISEASE),res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H32yz00,Other emphysema NOS,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H31z.00,Chronic bronchitis NOS,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H310000,Chronic catarrhal bronchitis,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H313.00,Mixed simple and mucopurulent chronic bronchitis,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H311000,Purulent chronic bronchitis,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H32y100,Atrophic (senile) emphysema,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H311z00,Mucopurulent chronic bronchitis NOS,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,66YI.00,COPD self-management plan given,res43: copd_kontopantelis_bmjqs2012,test
Read,H312011,Chronic wheezy bronchitis,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H31y.00,Other chronic bronchitis,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H31y100,Chronic tracheobronchitis,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H31..00,Chronic bronchitis,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H32y200,MacLeod's unilateral emphysema,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H3y..11,Other specified chronic obstructive pulmonary disease,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H312100,Emphysematous bronchitis,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H320000,Segmental bullous emphysema,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H312z00,Obstructive chronic bronchitis NOS,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H32z.00,Emphysema NOS,res43: copd_kontopantelis_bmjqs2012,diagnostic
Read,H320200,Giant bullous emphysema,res43: copd_kontopantelis_bmjqs2012,diagnostic
