Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,7130MD,TEMPOROMANDIBULAR OSTEOARTHROSIS,res21: Osteoarthritis,diagnostic
OXMIS,7130EA,STERNOCLAVICULAR JOINT OSTEOARTHROSIS,res21: Osteoarthritis,diagnostic
OXMIS,7130D,OSTEOARTHROSIS HIP,res21: Osteoarthritis,diagnostic
OXMIS,7130DA,OSTEOARTHRITIS HIP,res21: Osteoarthritis,diagnostic
OXMIS,7130B,OSTEOARTHROSIS KNEE(S),res21: Osteoarthritis,diagnostic
OXMIS,7131C,OSTEOARTHROSIS SPINE,res21: Osteoarthritis,diagnostic
OXMIS,7130A,OSTEOARTHRITIS,res21: Osteoarthritis,diagnostic
OXMIS,7130AB,OSTEOARTHROSIS,res21: Osteoarthritis,diagnostic
OXMIS,7130N,OSTEOARTHROSIS HANDS,res21: Osteoarthritis,diagnostic
OXMIS,7130E,OSTEOARTHROSIS SHOULDER,res21: Osteoarthritis,diagnostic
OXMIS,7131A,OSTEOARTHROSIS NECK,res21: Osteoarthritis,diagnostic
OXMIS,7130FT,OSTEOARTHROSIS FOOT,res21: Osteoarthritis,diagnostic
OXMIS,7130H,OSTEOARTHROSIS TOE,res21: Osteoarthritis,diagnostic
OXMIS,7130AW,OSTEOARTHROSIS WRIST,res21: Osteoarthritis,diagnostic
OXMIS,7130CT,THUMB OSTEOARTHROSIS,res21: Osteoarthritis,diagnostic
OXMIS,7130C,OSTEOARTHROSIS FINGERS,res21: Osteoarthritis,diagnostic
OXMIS,7130AA,OSTEOARTHROSIS ANKLE,res21: Osteoarthritis,diagnostic
OXMIS,7130AG,OSTEOARTHROSIS GENERAL,res21: Osteoarthritis,diagnostic
OXMIS,7130PA,OSTEOARTHRITIC PROTRUSION ACETABULUM,res21: Osteoarthritis,diagnostic
OXMIS,7130EL,OSTEOARTHROSIS ELBOW,res21: Osteoarthritis,diagnostic
OXMIS,7130AC,OSTEOARTHROSIS ACROMIO CLAVICULAR JOINT,res21: Osteoarthritis,diagnostic
OXMIS,7131DL,LUMBAR OSTEOARTHRITIS,res21: Osteoarthritis,diagnostic
OXMIS,7131BR,SPONDYLITIS OSTEOARTHRITIC,res21: Osteoarthritis,diagnostic
Read,N11D100,Osteoarthritis of thoracic spine,res21: Osteoarthritis,diagnostic
Read,N05z412,Thumb osteoarthritis NOS,res21: Osteoarthritis,diagnostic
Read,N05z712,Foot osteoarthritis NOS,res21: Osteoarthritis,diagnostic
