Coding System (GPRD_product_code),Codes,Description,Entity type,Category
GPRD_product_code,06588009,SUMATRIPTAN tabs 100mg [GEN (UK)],sumatriptan,drug
GPRD_product_code,06587009,SUMATRIPTAN tabs 50mg [GEN (UK)],sumatriptan,drug
GPRD_product_code,02304002,SUMATRIPTAN tabs 50mg,sumatriptan,drug
GPRD_product_code,02304001,SUMATRIPTAN tabs 100mg,sumatriptan,drug
GPRD_product_code,02315002,IMIGRAN tabs 50mg,sumatriptan,drug
GPRD_product_code,06526009,SUMATRIPTAN tabs 100mg [CONSILIENT],sumatriptan,drug
GPRD_product_code,02315001,IMIGRAN tabs 100mg,sumatriptan,drug
GPRD_product_code,06484009,SUMATRIPTAN tabs 50mg [DEXCEL],sumatriptan,drug
GPRD_product_code,05322001,SUMATRIPTAN inj 6mg/syringe,sumatriptan,drug
GPRD_product_code,06476009,SUMATRIPTAN tabs 100mg [HILLCROSS],sumatriptan,drug
GPRD_product_code,06475009,SUMATRIPTAN tabs 50mg [HILLCROSS],sumatriptan,drug
GPRD_product_code,05323001,IMIGRAN SUBJECT sc inj 6mg/syringe,sumatriptan,drug
GPRD_product_code,06514009,SUMATRIPTAN tabs 100mg [SOVEREIGN],sumatriptan,drug
GPRD_product_code,06525009,SUMATRIPTAN tabs 50mg [CONSILIENT],sumatriptan,drug
GPRD_product_code,06513009,SUMATRIPTAN tabs 50mg [SOVEREIGN],sumatriptan,drug
GPRD_product_code,06485009,SUMATRIPTAN tabs 100mg [DEXCEL],sumatriptan,drug
GPRD_product_code,06518009,SUMATRIPTAN tabs 50mg [SANDOZ],sumatriptan,drug
GPRD_product_code,06521009,SUMATRIPTAN tabs 100mg [NICHE],sumatriptan,drug
GPRD_product_code,06520009,SUMATRIPTAN tabs 50mg [NICHE],sumatriptan,drug
GPRD_product_code,06519009,SUMATRIPTAN tabs 100mg [SANDOZ],sumatriptan,drug
GPRD_product_code,06632009,SUMATRIPTAN tabs 50mg [ALMUS],sumatriptan,drug
GPRD_product_code,12057001,IMIGRAN aqueous nasal spray 10mg/actuation,sumatriptan,drug
GPRD_product_code,06593009,SUMATRIPTAN tabs 100mg [TEVA],sumatriptan,drug
GPRD_product_code,06592009,SUMATRIPTAN tabs 50mg [TEVA],sumatriptan,drug
GPRD_product_code,06590009,SUMATRIPTAN tabs 50mg [ARROW],sumatriptan,drug
GPRD_product_code,06591009,SUMATRIPTAN tabs 100mg [ARROW],sumatriptan,drug
GPRD_product_code,06680009,SUMATRIPTAN tabs 100mg [IVAX],sumatriptan,drug
GPRD_product_code,12056001,SUMATRIPTAN aqueous nasal spray 10mg/actuation,sumatriptan,drug
GPRD_product_code,06679009,SUMATRIPTAN tabs 50mg [IVAX],sumatriptan,drug
GPRD_product_code,06633009,SUMATRIPTAN tabs 100mg [ALMUS],sumatriptan,drug
GPRD_product_code,06770009,SUMATRIPTAN tabs 50mg [WINTHROP],sumatriptan,drug
GPRD_product_code,10895001,IMIGRAN aqueous nasal spray 20mg/actuation,sumatriptan,drug
GPRD_product_code,10891001,SUMATRIPTAN aqueous nasal spray 20mg/actuation,sumatriptan,drug
GPRD_product_code,06771009,SUMATRIPTAN tabs 100mg [WINTHROP],sumatriptan,drug
GPRD_product_code,12563001,IMIGRAN RADIS FC tab 100mg,sumatriptan,drug
GPRD_product_code,12562001,IMIGRAN RADIS FC tab 50mg,sumatriptan,drug
GPRD_product_code,14027001,IMIGRAN RECOVERY tabs 50mg,sumatriptan,drug
