Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,72581020,Clozapine 100mg tablets,res36: Atypical APDs,drug
Multilex,88875020,Risperidone 500microgram orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,95787020,Seroquel XL 50mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,74927020,Risperidone 500microgram tablets (A A H Pharmaceuticals Ltd),res36: Atypical APDs,drug
Multilex,93743020,Paliperidone 9mg modified-release tablets,res36: Atypical APDs,drug
Multilex,93747020,Invega 6mg modified-release tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,94787020,Quetiapine 50mg modified-release tablets,res36: Atypical APDs,drug
Multilex,00709021,Olanzapine 5mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,72580020,Clozapine 25mg tablets,res36: Atypical APDs,drug
Multilex,58203020,Zyprexa 15mg tablets (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,00411021,Amisulpride 25mg/5ml oral solution,res36: Atypical APDs,drug
Multilex,88806020,Zaponex 100mg tablets (Teva UK Ltd),res36: Atypical APDs,drug
Multilex,77501020,Risperdal Quicklet 2mg orodispersible tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,94789020,Quetiapine 200mg modified-release tablets,res36: Atypical APDs,drug
Multilex,00341021,Asenapine 10mg sublingual tablets sugar free,res36: Atypical APDs,drug
Multilex,92053020,Olanzapine 20mg tablets,res36: Atypical APDs,drug
Multilex,91149020,Abilify 1mg/ml oral solution (Otsuka Pharmaceuticals (U.K.) Ltd),res36: Atypical APDs,drug
Multilex,92055020,Zyprexa 20mg tablets (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,00337021,Asenapine 5mg sublingual tablets sugar free,res36: Atypical APDs,drug
Multilex,00209021,Quetiapine 12.5mg/5ml oral solution,res36: Atypical APDs,drug
Multilex,00589021,Zalasta 5mg orodispersible tablets (Consilient Health Ltd),res36: Atypical APDs,drug
Multilex,55972020,Olanzapine 15mg Orodispersible tablet,res36: Atypical APDs,drug
Multilex,00447021,Quetiapine 12.5mg/5ml oral suspension,res36: Atypical APDs,drug
Multilex,92717020,Risperidone 3mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,91145020,Abilify 10mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd),res36: Atypical APDs,drug
Multilex,88804020,Zaponex 25mg tablets (Teva UK Ltd),res36: Atypical APDs,drug
Multilex,53729020,Risperidone 3mg tablets,res36: Atypical APDs,drug
Multilex,78912020,Zyprexa 5mg Velotabs (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,85216020,Seroquel 150mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,77550020,Risperdal Consta 37.5mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,72577020,Clozaril 100mg tablets (Novartis Pharmaceuticals UK Ltd),res36: Atypical APDs,drug
Multilex,87558020,Zyprexa 10mg powder for solution for injection vials (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,78753020,Risperdal Consta 25mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,77912020,Risperidone 500microgram tablets,res36: Atypical APDs,drug
Multilex,77749020,Risperdal 500microgram tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,85215020,Seroquel 200mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,82831020,Sertindole 20mg tablets,res36: Atypical APDs,drug
Multilex,79499020,Zyprexa 15mg Velotabs (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,79476020,Risperidone 1mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,79348020,Solian 100mg/ml oral solution (Sanofi),res36: Atypical APDs,drug
Multilex,78913020,Zyprexa 10mg Velotabs (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,82829020,Sertindole 16mg tablets,res36: Atypical APDs,drug
Multilex,80139020,Amisulpride 100mg tablets,res36: Atypical APDs,drug
Multilex,81015020,Olanzapine 5mg Orodispersible tablet,res36: Atypical APDs,drug
Multilex,80154020,Solian 100 tablets (Sanofi),res36: Atypical APDs,drug
Multilex,81014020,Olanzapine 2.5mg tablets,res36: Atypical APDs,drug
Multilex,81008020,Zyprexa 2.5mg tablets (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,82828020,Sertindole 12mg tablets,res36: Atypical APDs,drug
Multilex,81016020,Olanzapine 10mg Orodispersible tablet,res36: Atypical APDs,drug
Multilex,81545020,Risperdal Quicklet 1mg orodispersible tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,81543020,Risperidone 2mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,81945020,Amisulpride 100mg/ml oral solution sugar free,res36: Atypical APDs,drug
Multilex,82827020,Sertindole 4mg tablets,res36: Atypical APDs,drug
Multilex,82616020,Risperdal Consta 50mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,83404020,Olanzapine 7.5mg tablets,res36: Atypical APDs,drug
Multilex,82836020,Serdolect 12mg tablets (Lundbeck Ltd),res36: Atypical APDs,drug
Multilex,85213020,Seroquel 100mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,82835020,Serdolect 4mg tablets (Lundbeck Ltd),res36: Atypical APDs,drug
Multilex,82837020,Serdolect 16mg tablets (Lundbeck Ltd),res36: Atypical APDs,drug
Multilex,83403020,Olanzapine 5mg tablets,res36: Atypical APDs,drug
Multilex,83397020,Zyprexa 5mg tablets (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,83399020,Zyprexa 10mg tablets (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,83398020,Zyprexa 7.5mg tablets (Eli Lilly and Company Ltd),res36: Atypical APDs,drug
Multilex,85212020,Seroquel 25mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,85202020,Quetiapine Starter Pack,res36: Atypical APDs,drug
Multilex,84528020,Roxiam ir 75mg Capsule (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,83405020,Olanzapine 10mg tablets,res36: Atypical APDs,drug
Multilex,85203020,Quetiapine 25mg tablets,res36: Atypical APDs,drug
Multilex,85207020,Quetiapine 150mg tablets,res36: Atypical APDs,drug
Multilex,85206020,Quetiapine 200mg tablets,res36: Atypical APDs,drug
Multilex,85204020,Quetiapine 100mg tablets,res36: Atypical APDs,drug
Multilex,53728020,Risperidone 2mg tablets,res36: Atypical APDs,drug
Multilex,85993020,Amisulpride 200mg tablets,res36: Atypical APDs,drug
Multilex,86001020,Solian 400 tablets (Sanofi),res36: Atypical APDs,drug
Multilex,86496020,Risperidone 37.5mg powder and solvent for suspension for injection vials,res36: Atypical APDs,drug
Multilex,87556020,Olanzapine 10mg powder for solution for injection vials,res36: Atypical APDs,drug
Multilex,85992020,Amisulpride 50mg tablets,res36: Atypical APDs,drug
Multilex,85994020,Amisulpride 400mg tablets,res36: Atypical APDs,drug
Multilex,86000020,Solian 200 tablets (Sanofi),res36: Atypical APDs,drug
Multilex,85999020,Solian 50 tablets (Sanofi),res36: Atypical APDs,drug
Multilex,86494020,Risperidone 25mg powder and solvent for suspension for injection vials,res36: Atypical APDs,drug
Multilex,87045020,Quetiapine 300mg tablets,res36: Atypical APDs,drug
Multilex,53727020,Risperidone 1mg tablets,res36: Atypical APDs,drug
Multilex,00733021,Olanzapine 20mg oral lyophilisates sugar free,res36: Atypical APDs,drug
Multilex,87047020,Seroquel 300mg tablets (AstraZeneca UK Ltd),res36: Atypical APDs,drug
Multilex,00731021,Olanzapine 20mg orodispersible tablets,res36: Atypical APDs,drug
Multilex,00711021,Olanzapine 5mg orodispersible tablets,res36: Atypical APDs,drug
Multilex,00729021,Olanzapine 20mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,00717021,Olanzapine 10mg orodispersible tablets,res36: Atypical APDs,drug
Multilex,00715021,Olanzapine 10mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,00713021,Olanzapine 5mg oral lyophilisates sugar free,res36: Atypical APDs,drug
Multilex,00719021,Olanzapine 10mg oral lyophilisates sugar free,res36: Atypical APDs,drug
Multilex,00727021,Olanzapine 15mg oral lyophilisates sugar free,res36: Atypical APDs,drug
Multilex,00725021,Olanzapine 15mg orodispersible tablets,res36: Atypical APDs,drug
Multilex,00723021,Olanzapine 15mg orodispersible tablets sugar free,res36: Atypical APDs,drug
Multilex,49491020,Risperidone 6mg tablets,res36: Atypical APDs,drug
Multilex,35010020,Amisulpride 12.5mg/5ml oral suspension,res36: Atypical APDs,drug
Multilex,50782020,Zotepine 100mg tablets,res36: Atypical APDs,drug
Multilex,03580020,Olanzapine 2.5mg tablets (Aspire Pharma Ltd),res36: Atypical APDs,drug
Multilex,35008020,Amisulpride 12.5mg/5ml oral solution,res36: Atypical APDs,drug
Multilex,33610020,Quetiapine 25mg/5ml oral solution,res36: Atypical APDs,drug
Multilex,10469020,Abilify 5mg tablets (Sigma Pharmaceuticals Plc),res36: Atypical APDs,drug
Multilex,13768020,Risperdal Consta 50mg powder and solvent for suspension for injection vials (Waymade Healthcare Plc),res36: Atypical APDs,drug
Multilex,49490020,Risperidone 1mg/ml oral solution sugar free,res36: Atypical APDs,drug
Multilex,36328020,Quetiapine 50mg/5ml oral suspension,res36: Atypical APDs,drug
Multilex,36905020,Risperidone 125micrograms/5ml oral solution,res36: Atypical APDs,drug
Multilex,49489020,Risperidone 4mg tablets,res36: Atypical APDs,drug
Multilex,49437020,Risperdal 1mg tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,42176020,Quetiapine 25mg tablets (Zentiva),res36: Atypical APDs,drug
Multilex,49439020,Risperdal 3mg tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,49438020,Risperdal 2mg tablets (Janssen-Cilag Ltd),res36: Atypical APDs,drug
Multilex,50780020,Zotepine 25mg tablets,res36: Atypical APDs,drug
Multilex,50781020,Zotepine 50mg tablets,res36: Atypical APDs,drug
