Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,493 JC,CHRONIC ASTHMA,asthma,diagnostic
OXMIS,Y100 AR,ASTHMA ROUTINE ASSESSMENT,asthma,diagnostic
OXMIS,493,ASTHMA,asthma,diagnostic
OXMIS,493 F,ASTHMATIC ALLERGY,asthma,diagnostic
OXMIS,493 KA,EXACERBATION OF ASTHMA,asthma,diagnostic
OXMIS,493 AD,ASTHMA OCCASIONAL,asthma,diagnostic
OXMIS,493 EB,ASTHMA EXERCISE INDUCED,asthma,diagnostic
OXMIS,493 BH,ASTHMA FREQUENCY CONSTANTLY,asthma,diagnostic
OXMIS,493 AA,ASTHMA ACUTE,asthma,diagnostic
OXMIS,493 HT,INTRINSIC ASTHMA,asthma,diagnostic
OXMIS,Y060 LE,ASTHMA GROUP,asthma,diagnostic
OXMIS,Y060 JB,CLINIC ASTHMA,asthma,diagnostic
OXMIS,493 CL,ASTHMA MEDICATION REGULARLY,asthma,diagnostic
OXMIS,L4930LO,LATE ONSET ASTHMA,asthma,diagnostic
OXMIS,493 CK,ASTHMA MEDICATION PRN,asthma,diagnostic
OXMIS,493 AE,ASTHMA SEASONAL,asthma,diagnostic
OXMIS,493 GS,ASTHMA POLLEN INITIATED,asthma,diagnostic
OXMIS,493 CJ,ASTHMA MEDICATION INTERMITTENTLY,asthma,diagnostic
OXMIS,493 BG,ASTHMA FREQUENCY REGULARLY,asthma,diagnostic
OXMIS,493 BI,ASTHMA FREQUENCY ON EXERCISE ONLY,asthma,diagnostic
OXMIS,3052AT,PSYCHOGENIC ASTHMA,asthma,diagnostic
OXMIS,Y0601JB,ASTHMA CLINIC ATTENDANCE,asthma,diagnostic
OXMIS,493 AI,ASTHMA SEVERITY MILD,asthma,diagnostic
OXMIS,493 CH,CHILDHOOD ASTHMA,asthma,diagnostic
OXMIS,493 BF,ASTHMA FREQUENCY RARELY,asthma,diagnostic
OXMIS,493 C,CROUP ASTHMATIC,asthma,diagnostic
OXMIS,493 AB,ASTHMA ATTACK,asthma,diagnostic
OXMIS,493 BR,BRONCHIAL ASTHMA,asthma,diagnostic
OXMIS,493 AH,ASTHMA HOSPITALISED,asthma,diagnostic
OXMIS,493 D,STATUS ASTHMATICUS,asthma,diagnostic
OXMIS,493 GR,ASTHMA ALLERGIC GRASS,asthma,diagnostic
OXMIS,493 KB,ASTHMA EXACERBATION,asthma,diagnostic
OXMIS,493 NA,NOCTURNAL ASTHMA,asthma,diagnostic
OXMIS,493 BD,ASTHMA AND BRONCHITIS,asthma,diagnostic
OXMIS,493 AJ,ASTHMA SEVERITY MODERATE,asthma,diagnostic
OXMIS,493 AR,ASTHMA RESOLVED,asthma,diagnostic
OXMIS,493 AK,ASTHMA SEVERITY SEVERE,asthma,diagnostic
OXMIS,493 EP,ASTHMA EPISODIC,asthma,diagnostic
OXMIS,493 EA,ASTHMA EXERCISE INCLUDED,asthma,diagnostic
OXMIS,493 CM,ASTHMA MEDICATION PROPHYLACTICLY,asthma,diagnostic
OXMIS,691 TM,ECZEMA WITH ASTHMA,asthma,diagnostic
Read,c13L.00,,asthma,diagnostic
Read,663N.00,Asthma disturbing sleep,asthma,diagnostic
Read,663e000,Asthma sometimes restricts exercise,asthma,diagnostic
Read,663N200,Asthma disturbs sleep frequently,asthma,diagnostic
Read,8793.00,Asthma control step 0,asthma,diagnostic
Read,c1D6.00,,asthma,diagnostic
Read,66YQ.00,Asthma monitoring by nurse,asthma,diagnostic
Read,212G.00,Asthma resolved,asthma,diagnostic
Read,8795.00,Asthma control step 2,asthma,diagnostic
Read,c648.00,,asthma,diagnostic
Read,c192.00,,asthma,diagnostic
Read,663p.00,Asthma treatment compliance unsatisfactory,asthma,diagnostic
Read,H33z200,Late-onset asthma,asthma,diagnostic
Read,8HTT.00,Referral to asthma clinic,asthma,diagnostic
Read,178..00,Asthma trigger,asthma,diagnostic
Read,c11z.00,Other disorder of pancreatic internal secretion NOS,asthma,diagnostic
Read,c65f.00,,asthma,diagnostic
Read,66YJ.00,Asthma annual review,asthma,diagnostic
Read,663u.00,Asthma causes daytime symptoms 1 to 2 times per week,asthma,diagnostic
Read,663x.00,Asthma limits walking on the flat,asthma,diagnostic
Read,663r.00,Asthma causes night symptoms 1 to 2 times per month,asthma,diagnostic
Read,663q.00,Asthma daytime symptoms,asthma,diagnostic
Read,663y.00,Number of asthma exacerbations in past year,asthma,diagnostic
Read,c13w.00,SALBUTAMOL unit dose neb soln 2.5mg/2.5ml,asthma,diagnostic
Read,c1Dv.00,SALMETEROL + FLUTICASONE cfc free inh 25micrograms + 125micrograms/actuation,asthma,diagnostic
Read,c13J.00,SALBUTAMOL cfc free inh 100micrograms/inhalation,asthma,diagnostic
Read,c61t.00,BECLOMETASONE inh 250micrograms/actuation,asthma,diagnostic
Read,663U.00,Asthma management plan given,asthma,diagnostic
Read,c663.00,BECOTIDE EASI-BREATHE breath act inh 100micrograms/actuation,asthma,diagnostic
Read,c315.00,ATROVENT AUTOHALER breath act inh 20micrograms/actuation,asthma,diagnostic
Read,c1Dz.00,SALMETEROL + FLUTICASONE dry pdr inh 50micrograms+ 500micrograms/inhalation,asthma,diagnostic
Read,663V300,Severe asthma,asthma,diagnostic
Read,H331.00,Intrinsic asthma,asthma,diagnostic
Read,663d.00,Emergency asthma admission since last appointment,asthma,diagnostic
Read,8H2P.00,Emergency admission; asthma,asthma,diagnostic
Read,663V200,Moderate asthma,asthma,diagnostic
Read,H312000,Chronic asthmatic bronchitis,asthma,diagnostic
Read,cA15.00,,asthma,diagnostic
Read,c617.00,BECOTIDE 100 inh 100micrograms/actuation,asthma,diagnostic
Read,663V.00,Asthma severity,asthma,diagnostic
Read,663V000,Occasional asthma,asthma,diagnostic
Read,H33zz00,Asthma NOS,asthma,diagnostic
