terminology,code,term,code_type
SNOMEDCT,15960661000119107,Unstable angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft (disorder),1
SNOMEDCT,19057007,Status anginosus (disorder),1
SNOMEDCT,35928006,Nocturnal angina (disorder),1
SNOMEDCT,712866001,Resting ischemia co-occurrent and due to ischemic heart disease (disorder),1
SNOMEDCT,15960061000119102,Unstable angina co-occurrent and due to coronary arteriosclerosis (disorder),1
SNOMEDCT,394659003,Acute coronary syndrome (disorder),1
SNOMEDCT,4557003,Preinfarction syndrome (disorder),1
SNOMEDCT,25106000,Impending infarction (disorder),1
SNOMEDCT,315025001,Refractory angina (disorder),1
SNOMEDCT,371807002,Atypical angina (disorder),1
