Coding System (GPRD_product_code),Codes,Description,Entity type,Category
GPRD_product_code,12483001,CARALPHA tabs 10mg + 12.5mg,ACE inhibitors,drug
GPRD_product_code,03203003,ENALAPRIL tabs 10mg,ACE inhibitors,drug
GPRD_product_code,00615003,VASCACE tabs 1mg,ACE inhibitors,drug
GPRD_product_code,03203002,ENALAPRIL tabs 5mg,ACE inhibitors,drug
GPRD_product_code,03203001,ENALAPRIL tabs 2.5mg,ACE inhibitors,drug
GPRD_product_code,01122003,ACEPRIL tabs 50mg,ACE inhibitors,drug
GPRD_product_code,04927009,RAMIPRIL tabs 5mg [IVAX],ACE inhibitors,drug
GPRD_product_code,03312010,ENALAPRIL tabs 5mg [APS],ACE inhibitors,drug
GPRD_product_code,03312009,ENALAPRIL tabs 2.5mg [APS],ACE inhibitors,drug
GPRD_product_code,03309010,ENALAPRIL tabs 5mg [IVAX],ACE inhibitors,drug
GPRD_product_code,03309009,ENALAPRIL tabs 2.5mg [IVAX],ACE inhibitors,drug
GPRD_product_code,03310009,ENALAPRIL tabs 20mg [IVAX],ACE inhibitors,drug
GPRD_product_code,03309011,ENALAPRIL tabs 10mg [IVAX],ACE inhibitors,drug
GPRD_product_code,03312011,ENALAPRIL tabs 10mg [APS],ACE inhibitors,drug
GPRD_product_code,04209009,LISINOPRIL tabs 2.5mg [TEVA],ACE inhibitors,drug
GPRD_product_code,03320009,ENALAPRIL tabs 2.5mg [GEN (UK)],ACE inhibitors,drug
GPRD_product_code,03313009,ENALAPRIL tabs 20mg [APS],ACE inhibitors,drug
GPRD_product_code,03320010,ENALAPRIL tabs 5mg [GEN (UK)],ACE inhibitors,drug
GPRD_product_code,03320011,ENALAPRIL tabs 10mg [GEN (UK)],ACE inhibitors,drug
GPRD_product_code,03821009,ENALAPRIL tabs 20mg [KENT],ACE inhibitors,drug
GPRD_product_code,03820009,ENALAPRIL tabs 10mg [KENT],ACE inhibitors,drug
GPRD_product_code,04287009,LISINOPRIL tabs 20mg [GEN (UK)],ACE inhibitors,drug
GPRD_product_code,04211009,LISINOPRIL tabs 10mg [TEVA],ACE inhibitors,drug
GPRD_product_code,04210009,LISINOPRIL tabs 5mg [TEVA],ACE inhibitors,drug
GPRD_product_code,05851009,ENALAPRIL + HYDROCHLOROTHIAZIDE tabs 20mg + 12.5mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04275009,LISINOPRIL tabs 2.5mg [NICHE],ACE inhibitors,drug
GPRD_product_code,04276009,LISINOPRIL tabs 5mg [NICHE],ACE inhibitors,drug
GPRD_product_code,04311009,LISINOPRIL tabs 20mg [IVAX],ACE inhibitors,drug
GPRD_product_code,04212009,LISINOPRIL tabs 20mg [TEVA],ACE inhibitors,drug
GPRD_product_code,04277009,LISINOPRIL tabs 10mg [NICHE],ACE inhibitors,drug
GPRD_product_code,04278009,LISINOPRIL tabs 20mg [NICHE],ACE inhibitors,drug
GPRD_product_code,04310009,LISINOPRIL tabs 10mg [IVAX],ACE inhibitors,drug
GPRD_product_code,04298009,LISINOPRIL tabs 5mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04297009,LISINOPRIL tabs 2.5mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04299009,LISINOPRIL tabs 10mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04309009,LISINOPRIL tabs 5mg [IVAX],ACE inhibitors,drug
GPRD_product_code,04308009,LISINOPRIL tabs 2.5mg [IVAX],ACE inhibitors,drug
GPRD_product_code,04300009,LISINOPRIL tabs 20mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04318009,LISINOPRIL tabs 2.5mg [STERWIN],ACE inhibitors,drug
GPRD_product_code,04315009,LISINOPRIL tabs 5mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04314009,LISINOPRIL tabs 2.5mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04317009,LISINOPRIL tabs 20mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04316009,LISINOPRIL tabs 10mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04321009,LISINOPRIL tabs 20mg [STERWIN],ACE inhibitors,drug
GPRD_product_code,04320009,LISINOPRIL tabs 10mg [STERWIN],ACE inhibitors,drug
GPRD_product_code,04319009,LISINOPRIL tabs 5mg [WINTHROP],ACE inhibitors,drug
GPRD_product_code,04592009,CO-ZIDOCAPT tabs 25mg + 50mg [TILLOMED],ACE inhibitors,drug
GPRD_product_code,04326009,LISINOPRIL tabs 20mg [ALPHARMA],ACE inhibitors,drug
GPRD_product_code,04325009,LISINOPRIL tabs 10mg [ALPHARMA],ACE inhibitors,drug
GPRD_product_code,04324009,LISINOPRIL tabs 5mg [ALPHARMA],ACE inhibitors,drug
GPRD_product_code,04323009,LISINOPRIL tabs 2.5mg [ALPHARMA],ACE inhibitors,drug
GPRD_product_code,04364009,CO-ZIDOCAPT tabs 25mg + 50mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04363009,CO-ZIDOCAPT tabs 12.5mg + 25mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04358009,ENALAPRIL + HYDROCHLOROTHIAZIDE tabs 20mg + 12.5mg [RATIOPHARM],ACE inhibitors,drug
GPRD_product_code,04926009,RAMIPRIL tabs 2.5mg [IVAX],ACE inhibitors,drug
GPRD_product_code,03803009,CAPTOPRIL tabs 12.5mg [KENT],ACE inhibitors,drug
GPRD_product_code,03726009,ENALAPRIL tabs 20mg [RANBAXY],ACE inhibitors,drug
GPRD_product_code,03699009,ENALAPRIL tabs 20mg [NEOLAB],ACE inhibitors,drug
GPRD_product_code,03725009,ENALAPRIL tabs 2.5mg [RANBAXY],ACE inhibitors,drug
GPRD_product_code,03725011,ENALAPRIL tabs 10mg [RANBAXY],ACE inhibitors,drug
GPRD_product_code,03725010,ENALAPRIL tabs 5mg [RANBAXY],ACE inhibitors,drug
GPRD_product_code,03804009,CAPTOPRIL tabs 25mg [KENT],ACE inhibitors,drug
GPRD_product_code,03818009,ENALAPRIL tabs 2.5mg [KENT],ACE inhibitors,drug
GPRD_product_code,03805009,CAPTOPRIL tabs 50mg [KENT],ACE inhibitors,drug
GPRD_product_code,03819009,ENALAPRIL tabs 5mg [KENT],ACE inhibitors,drug
GPRD_product_code,04286009,LISINOPRIL tabs 10mg [GEN (UK)],ACE inhibitors,drug
GPRD_product_code,04282009,LISINOPRIL tabs 5mg [GEN (UK)],ACE inhibitors,drug
GPRD_product_code,04925009,RAMIPRIL tabs 1.25mg [IVAX],ACE inhibitors,drug
GPRD_product_code,04861009,RAMIPRIL caps 2.5mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04608009,ENALAPRIL tabs 10mg [TILLOMED],ACE inhibitors,drug
GPRD_product_code,04849009,RAMIPRIL caps 1.25mg [TEVA],ACE inhibitors,drug
GPRD_product_code,04609009,ENALAPRIL tabs 20mg [TILLOMED],ACE inhibitors,drug
GPRD_product_code,04851009,RAMIPRIL tabs 2.5mg [APS],ACE inhibitors,drug
GPRD_product_code,04852009,RAMIPRIL tabs 5mg [APS],ACE inhibitors,drug
GPRD_product_code,04850009,RAMIPRIL caps 2.5mg [TEVA],ACE inhibitors,drug
GPRD_product_code,04860009,RAMIPRIL caps 1.25mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04853009,RAMIPRIL caps 5mg [TEVA],ACE inhibitors,drug
GPRD_product_code,04855009,RAMIPRIL tabs 10mg [APS],ACE inhibitors,drug
GPRD_product_code,04854009,RAMIPRIL caps 10mg [TEVA],ACE inhibitors,drug
GPRD_product_code,04865009,RAMIPRIL caps 5mg [GENUS],ACE inhibitors,drug
GPRD_product_code,04862009,RAMIPRIL caps 5mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04903009,RAMIPRIL tabs 10mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04872009,RAMIPRIL caps 10mg [WINTHROP],ACE inhibitors,drug
GPRD_product_code,04863009,RAMIPRIL caps 10mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04866009,RAMIPRIL caps 10mg [GENUS],ACE inhibitors,drug
GPRD_product_code,04871009,RAMIPRIL caps 5mg [WINTHROP],ACE inhibitors,drug
GPRD_product_code,04870009,RAMIPRIL caps 2.5mg [WINTHROP],ACE inhibitors,drug
GPRD_product_code,04902009,RAMIPRIL tabs 5mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04897009,RAMIPRIL caps 2.5mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04896009,RAMIPRIL caps 1.25mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04898009,RAMIPRIL caps 5mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04901009,RAMIPRIL tabs 2.5mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04899009,RAMIPRIL caps 10mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04900009,RAMIPRIL tabs 1.25mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04938009,RAMIPRIL caps 1.25mg [SOVEREIGN],ACE inhibitors,drug
GPRD_product_code,04928009,RAMIPRIL tabs 10mg [IVAX],ACE inhibitors,drug
GPRD_product_code,04943009,RAMIPRIL tabs 2.5mg [SOVEREIGN],ACE inhibitors,drug
GPRD_product_code,04939009,RAMIPRIL caps 2.5mg [SOVEREIGN],ACE inhibitors,drug
GPRD_product_code,04940009,RAMIPRIL caps 5mg [SOVEREIGN],ACE inhibitors,drug
GPRD_product_code,04942009,RAMIPRIL tabs 1.25mg [SOVEREIGN],ACE inhibitors,drug
GPRD_product_code,04941009,RAMIPRIL caps 10mg [SOVEREIGN],ACE inhibitors,drug
GPRD_product_code,04954009,RAMIPRIL caps 1.25mg [DEXCEL],ACE inhibitors,drug
GPRD_product_code,04680009,CAPTOPRIL tabs 25mg [SOVEREIGN],ACE inhibitors,drug
GPRD_product_code,04607009,ENALAPRIL tabs 5mg [TILLOMED],ACE inhibitors,drug
GPRD_product_code,04945009,RAMIPRIL tabs 10mg [SOVEREIGN],ACE inhibitors,drug
GPRD_product_code,04606009,ENALAPRIL tabs 2.5mg [TILLOMED],ACE inhibitors,drug
GPRD_product_code,04616009,LISINOPRIL tabs 20mg [TILLOMED],ACE inhibitors,drug
GPRD_product_code,04614009,LISINOPRIL tabs 5mg [TILLOMED],ACE inhibitors,drug
GPRD_product_code,04615009,LISINOPRIL tabs 10mg [TILLOMED],ACE inhibitors,drug
GPRD_product_code,04749009,CAPTOPRIL tabs 12.5mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04681009,CAPTOPRIL tabs 50mg [SOVEREIGN],ACE inhibitors,drug
GPRD_product_code,05136009,QUINAPRIL tabs 5mg [GEN (UK)],ACE inhibitors,drug
GPRD_product_code,04800009,LISINOPRIL tabs 2.5mg [GEN (UK)],ACE inhibitors,drug
GPRD_product_code,05050009,LISINOPRIL & HYDROCHLOROTHIAZIDE tabs 20mg + 12.5mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,04750009,CAPTOPRIL tabs 25mg [SANDOZ],ACE inhibitors,drug
GPRD_product_code,04848009,RAMIPRIL tabs 1.25mg [APS],ACE inhibitors,drug
GPRD_product_code,04864009,RAMIPRIL caps 2.5mg [GENUS],ACE inhibitors,drug
GPRD_product_code,04957009,RAMIPRIL caps 10mg [DEXCEL],ACE inhibitors,drug
GPRD_product_code,04956009,RAMIPRIL caps 5mg [DEXCEL],ACE inhibitors,drug
GPRD_product_code,04955009,RAMIPRIL caps 2.5mg [DEXCEL],ACE inhibitors,drug
GPRD_product_code,05051009,QUINAPRIL tabs 5mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,05047009,CO-ZIDOCAPT tabs 12.5mg + 25mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,05048009,CO-ZIDOCAPT tabs 25mg + 50mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,05027009,RAMIPRIL caps 1.25mg [WINTHROP],ACE inhibitors,drug
GPRD_product_code,05132003,ODRIK caps 2mg,ACE inhibitors,drug
GPRD_product_code,05066009,RAMIPRIL tabs 5mg [WINTHROP],ACE inhibitors,drug
GPRD_product_code,05065009,RAMIPRIL tabs 2.5mg [WINTHROP],ACE inhibitors,drug
GPRD_product_code,05056009,RAMIPRIL tabs 1.25mg [NICHE],ACE inhibitors,drug
GPRD_product_code,05055009,QUINAPRIL tabs 20mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,05054009,QUINAPRIL tabs 10mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,05058009,RAMIPRIL tabs 5mg [NICHE],ACE inhibitors,drug
GPRD_product_code,05057009,RAMIPRIL tabs 2.5mg [NICHE],ACE inhibitors,drug
GPRD_product_code,05059009,QUINAPRIL tabs 40mg [HILLCROSS],ACE inhibitors,drug
GPRD_product_code,05064009,RAMIPRIL tabs 1.25mg [WINTHROP],ACE inhibitors,drug
GPRD_product_code,05060009,RAMIPRIL tabs 10mg [NICHE],ACE inhibitors,drug
GPRD_product_code,05132002,ODRIK caps 1mg,ACE inhibitors,drug
GPRD_product_code,05088009,QUINAPRIL tabs 10mg [ALPHARMA],ACE inhibitors,drug
GPRD_product_code,05087009,QUINAPRIL tabs 5mg [ALPHARMA],ACE inhibitors,drug
GPRD_product_code,05101009,QUINAPRIL tabs 10mg [APS],ACE inhibitors,drug
GPRD_product_code,05067009,RAMIPRIL tabs 10mg [WINTHROP],ACE inhibitors,drug
GPRD_product_code,05089009,QUINAPRIL tabs 20mg [ALPHARMA],ACE inhibitors,drug
GPRD_product_code,05100009,QUINAPRIL tabs 5mg [APS],ACE inhibitors,drug
GPRD_product_code,05090009,QUINAPRIL tabs 40mg [ALPHARMA],ACE inhibitors,drug
GPRD_product_code,05103009,QUINAPRIL tabs 40mg [APS],ACE inhibitors,drug
GPRD_product_code,05102009,QUINAPRIL tabs 20mg [APS],ACE inhibitors,drug
GPRD_product_code,05130001,CAPTOPRIL + HYDROCHLOROTHIAZIDE tabs 50mg + 25mg,ACE inhibitors,drug
GPRD_product_code,05132001,ODRIK caps 0.5mg,ACE inhibitors,drug
GPRD_product_code,05131002,CAPOZIDE LS tablets,ACE inhibitors,drug
GPRD_product_code,05130002,CAPTOPRIL + HYDROCHLOROTHIAZIDE tabs 25mg + 12.5mg,ACE inhibitors,drug
GPRD_product_code,05131001,CAPOZIDE tabs,ACE inhibitors,drug
GPRD_product_code,05137009,QUINAPRIL tabs 10mg [GEN (UK)],ACE inhibitors,drug
GPRD_product_code,05138009,QUINAPRIL tabs 20mg [GEN (UK)],ACE inhibitors,drug
