Coding System (CPRD_product_code),Codes,Description,Entity type,Category
CPRD_product_code,35517,Amiodarone 25mg/5ml oral suspension,res25: M2_amiodarone,drug
CPRD_product_code,34515,Amiodarone 200mg tablets (Generics (UK) Ltd),res25: M2_amiodarone,drug
CPRD_product_code,33119,Amiodarone 150mg/3ml solution for injection ampoules,res25: M2_amiodarone,drug
CPRD_product_code,17119,Amiodarone 300mg/10ml solution for injection pre-filled syringes,res25: M2_amiodarone,drug
CPRD_product_code,8832,Cordarone X 200 tablets (Sanofi),res25: M2_amiodarone,drug
CPRD_product_code,7445,Amiodarone 50mg/ml injection,res25: M2_amiodarone,drug
CPRD_product_code,188,Amiodarone 200mg tablets,res25: M2_amiodarone,drug
CPRD_product_code,763,Amiodarone 100mg tablets,res25: M2_amiodarone,drug
CPRD_product_code,32553,Amyben 100mg tablets (Lexon (UK) Ltd),res25: M2_amiodarone,drug
CPRD_product_code,12322,Cordarone X 100 tablets (Sanofi),res25: M2_amiodarone,drug
CPRD_product_code,27193,Cordarone X 150mg/3ml solution for injection ampoules (Sanofi),res25: M2_amiodarone,drug
CPRD_product_code,32164,Amiodarone 200mg tablets (A A H Pharmaceuticals Ltd),res25: M2_amiodarone,drug
CPRD_product_code,27161,Amidox 200mg Tablet (Berk Pharmaceuticals Ltd),res25: M2_amiodarone,drug
CPRD_product_code,31209,Amiodarone 100mg tablets (A A H Pharmaceuticals Ltd),res25: M2_amiodarone,drug
CPRD_product_code,29456,Amiodarone 200mg tablets (Sandoz Ltd),res25: M2_amiodarone,drug
CPRD_product_code,41530,Amiodarone 200mg tablets (IVAX Pharmaceuticals UK Ltd),res25: M2_amiodarone,drug
CPRD_product_code,50241,Amiodarone 200mg/5ml oral suspension,res25: M2_amiodarone,drug
CPRD_product_code,54608,Amiodarone 20mg/5ml oral suspension,res25: M2_amiodarone,drug
CPRD_product_code,34851,Amiodarone 200mg tablets (Teva UK Ltd),res25: M2_amiodarone,drug
CPRD_product_code,34751,Amiodarone 200mg tablets (Zentiva),res25: M2_amiodarone,drug
CPRD_product_code,49376,Amiodarone 100mg tablets (Medreich Plc),res25: M2_amiodarone,drug
CPRD_product_code,46938,Amiodarone 200mg tablets (Actavis UK Ltd),res25: M2_amiodarone,drug
CPRD_product_code,41551,Amiodarone 100mg tablets (IVAX Pharmaceuticals UK Ltd),res25: M2_amiodarone,drug
CPRD_product_code,54224,Amiodarone 100mg tablets (Actavis UK Ltd),res25: M2_amiodarone,drug
CPRD_product_code,53666,Amiodarone 100mg/5ml oral solution,res25: M2_amiodarone,drug
CPRD_product_code,53658,Amiodarone 100mg/5ml oral suspension,res25: M2_amiodarone,drug
CPRD_product_code,58033,Amiodarone 100mg tablets (Accord Healthcare Ltd),res25: M2_amiodarone,drug
CPRD_product_code,56034,Amiodarone 100mg tablets (Generics (UK) Ltd),res25: M2_amiodarone,drug
CPRD_product_code,55845,Amiodarone oral solution,res25: M2_amiodarone,drug
