Coding System (Read),Codes,Description,Entity type,Category
Read,G581.00,Left ventricular failure,Heart Failure,diagnostic
Read,G580.12,Right heart failure,Heart Failure,diagnostic
Read,G581.13,Impaired left ventricular function,Heart Failure,diagnostic
Read,G234.00,Hyperten heart&renal dis+both(congestv)heart and renal fail,Heart Failure,diagnostic
Read,G581.11,Asthma - cardiac,Heart Failure,diagnostic
Read,G58..11,Cardiac failure,Heart Failure,diagnostic
Read,G580300,Compensated cardiac failure,Heart Failure,diagnostic
Read,G580.13,Right ventricular failure,Heart Failure,diagnostic
Read,G1yz100,Rheumatic left ventricular failure,Heart Failure,diagnostic
Read,G58..00,Heart failure,Heart Failure,diagnostic
Read,G58z.12,Cardiac failure NOS,Heart Failure,diagnostic
Read,G232.00,Hypertensive heart&renal dis wth (congestive) heart failure,Heart Failure,diagnostic
Read,Q48y100,Congenital cardiac failure,Heart Failure,diagnostic
Read,G581000,Acute left ventricular failure,Heart Failure,diagnostic
Read,G582.00,Acute heart failure,Heart Failure,diagnostic
Read,G580200,Decompensated cardiac failure,Heart Failure,diagnostic
Read,Q490.00,Neonatal cardiac failure,Heart Failure,diagnostic
Read,G580000,Acute congestive heart failure,Heart Failure,diagnostic
Read,G581.12,Pulmonary oedema - acute,Heart Failure,diagnostic
Read,G580100,Chronic congestive heart failure,Heart Failure,diagnostic
Read,G580.11,Congestive cardiac failure,Heart Failure,diagnostic
Read,G58z.00,Heart failure NOS,Heart Failure,diagnostic
Read,G580.00,Congestive heart failure,Heart Failure,diagnostic
Read,G580.14,Biventricular failure,Heart Failure,diagnostic
Read,1O1..00,Heart failure confirmed,Heart Failure,diagnostic
