Coding System (Multilex),Codes,Description,Entity type,Category
Multilex,55034020,Oxazepam 10mg tablets (Actavis UK Ltd),res38: Benzodiazepines,drug
Multilex,54170020,Nitrazepam 5mg tablets (Actavis UK Ltd),res38: Benzodiazepines,drug
Multilex,58994020,Lorazepam 2.5mg tablets,res38: Benzodiazepines,drug
Multilex,53750020,Chlordiazepoxide 25mg Tablet (DDSA Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,41200020,Sondate XL 50mg tablets (Teva UK Ltd),res38: Benzodiazepines,drug
Multilex,10229020,Diazepam 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,20867020,Diazepam 10mg/5ml oral solution,res38: Benzodiazepines,drug
Multilex,20436020,Lormetazepam 1mg/5ml oral suspension,res38: Benzodiazepines,drug
Multilex,00445021,Lorazepam 500micrograms/5ml oral solution,res38: Benzodiazepines,drug
Multilex,20432020,Lorazepam 5mg/5ml oral solution,res38: Benzodiazepines,drug
Multilex,14501021,Temazepam 10mg tablets (F.Maltby & Sons Ltd),res38: Benzodiazepines,drug
Multilex,47018020,Clobazam 10mg/5ml oral suspension sugar free,res38: Benzodiazepines,drug
Multilex,37194020,Midazolam 10mg/2ml oromucosal solution pre-filled syringes (Special Order),res38: Benzodiazepines,drug
Multilex,28378020,Midazolam 10mg/ml oral solution,res38: Benzodiazepines,drug
Multilex,36901020,Midazolam 12.5mg/5ml oral suspension,res38: Benzodiazepines,drug
Multilex,20871020,Diazepam 2.5mg/5ml oral solution,res38: Benzodiazepines,drug
Multilex,32064020,Haloperidol 1.5mg/5ml oral suspension,res38: Benzodiazepines,drug
Multilex,39271020,Midazolam 10mg/1ml oromucosal solution pre-filled oral syringes,res38: Benzodiazepines,drug
Multilex,37195020,Midazolam 2.5mg/0.5ml oromucosal solution pre-filled syringes (Special Order),res38: Benzodiazepines,drug
Multilex,37196020,Midazolam 5mg/1ml oromucosal solution pre-filled syringes (Special Order),res38: Benzodiazepines,drug
Multilex,88276020,Librium 10mg capsules (Meda Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,38820020,Midazolam 10mg/ml oromucosal solution,res38: Benzodiazepines,drug
Multilex,37199020,Midazolam 7.5mg/1.5ml oromucosal solution pre-filled syringes (Special Order),res38: Benzodiazepines,drug
Multilex,37936020,Midazolam 7.5mg tablets,res38: Benzodiazepines,drug
Multilex,38438020,Diazepam 2mg/5ml oral suspension,res38: Benzodiazepines,drug
Multilex,53751020,Chlordiazepoxide 5mg Tablet (DDSA Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,54008020,Temazepam 20mg tablets (IVAX Pharmaceuticals UK Ltd),res38: Benzodiazepines,drug
Multilex,88274020,Librium 5mg capsules (Meda Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,53335020,Diazepam 10mg tablets (Teva UK Ltd),res38: Benzodiazepines,drug
Multilex,53651020,Temazepam 10mg Tablet (Pharmacia Ltd),res38: Benzodiazepines,drug
Multilex,46781020,Temazepam 10mg tablets (Ethigen Ltd),res38: Benzodiazepines,drug
Multilex,53334020,Diazepam 5mg tablets (Teva UK Ltd),res38: Benzodiazepines,drug
Multilex,47019020,Tapclob 10mg/5ml oral suspension (Martindale Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,53646020,Temazepam 10mg tablets (Teva UK Ltd),res38: Benzodiazepines,drug
Multilex,53356020,Nitrazepam 5mg tablets (Teva UK Ltd),res38: Benzodiazepines,drug
Multilex,53466020,Diazepam 2mg/5ml oral solution (Sandoz Ltd),res38: Benzodiazepines,drug
Multilex,53476020,Chlordiazepoxide 10mg Tablet (DDSA Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,53474020,Chlordiazepoxide 5mg Capsule (DDSA Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,53475020,Chlordiazepoxide 10mg Capsule (DDSA Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,50176020,Lexotan 1.5mg Tablet (Roche Products Ltd),res38: Benzodiazepines,drug
Multilex,48849020,Dalmane 30mg capsules (Meda Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,52944020,Loramet 1mg Capsule (Wyeth Pharmaceuticals),res38: Benzodiazepines,drug
Multilex,48848020,Dalmane 15mg capsules (Meda Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,47021020,Tapclob 5mg/5ml oral suspension (Martindale Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,48189020,Anxon 30mg Capsule (Beecham Research Laboratories),res38: Benzodiazepines,drug
Multilex,53333020,Diazepam 2mg tablets (Teva UK Ltd),res38: Benzodiazepines,drug
Multilex,48188020,Anxon 15mg Capsule (Beecham Research Laboratories),res38: Benzodiazepines,drug
Multilex,48244020,Ativan 1mg Tablet (Wyeth Pharmaceuticals),res38: Benzodiazepines,drug
Multilex,48605020,Centrax 10mg Tablet (Parke-davis Research Laboratories),res38: Benzodiazepines,drug
Multilex,48245020,Ativan 2.5mg Tablet (Wyeth Pharmaceuticals),res38: Benzodiazepines,drug
Multilex,49359020,Euhypnos 10mg/5ml Oral solution (Pharmacia Ltd),res38: Benzodiazepines,drug
Multilex,49521020,Diazepam 5mg tablets (A A H Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,61200020,Temazepam 20mg tablets (Genus Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,49121020,Nitrazepam 5mg Tablet (Berk Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,49151020,Oxazepam 15mg tablets (Thornton & Ross Ltd),res38: Benzodiazepines,drug
Multilex,49124020,Nitrazepam 5mg tablets (Wockhardt UK Ltd),res38: Benzodiazepines,drug
Multilex,49130020,Nitrazepam 5mg tablets (A A H Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,49133020,Oxazepam 10mg tablets (A A H Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,49150020,Oxazepam 10mg tablets (Thornton & Ross Ltd),res38: Benzodiazepines,drug
Multilex,49134020,Oxazepam 15mg tablets (A A H Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,49955020,Lormetazepam 1mg Tablet (Wyeth Pharmaceuticals),res38: Benzodiazepines,drug
Multilex,49506020,Diazepam 10mg tablets (Actavis UK Ltd),res38: Benzodiazepines,drug
Multilex,49520020,Diazepam 2mg tablets (A A H Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,49456020,Diazepam 2mg Tablet (Berk Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,49505020,Diazepam 5mg tablets (Actavis UK Ltd),res38: Benzodiazepines,drug
Multilex,49457020,Diazepam 5mg Tablet (Berk Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,49516020,Diazepam 5mg Tablet (Crosspharma Ltd),res38: Benzodiazepines,drug
Multilex,49555020,Frisium 10mg Capsule (Aventis Pharma),res38: Benzodiazepines,drug
Multilex,49507020,Diazepam 2mg/5ml oral solution sugar free (Actavis UK Ltd),res38: Benzodiazepines,drug
Multilex,49522020,Diazepam 10mg tablets (A A H Pharmaceuticals Ltd),res38: Benzodiazepines,drug
Multilex,49515020,Diazepam 2mg Tablet (Crosspharma Ltd),res38: Benzodiazepines,drug
Multilex,50177020,Lexotan 3mg Tablet (Roche Products Ltd),res38: Benzodiazepines,drug
Multilex,52633020,Euhypnos forte 20mg Capsule (Pharmacia Ltd),res38: Benzodiazepines,drug
Multilex,50194020,Librium 25mg Tablet (ICN Pharmaceuticals France S.A.),res38: Benzodiazepines,drug
Multilex,50737020,Noctamid 1mg Tablet (Schering Health Care Ltd),res38: Benzodiazepines,drug
Multilex,50193020,Librium 10mg Tablet (ICN Pharmaceuticals France S.A.),res38: Benzodiazepines,drug
