Coding System (Read),Codes,Description,Entity type,Category
Read,66Ap.00,Insulin treatment initiated,res46: Diabetes,diagnostic
Read,2G5V.00,O/E - right chronic diabetic foot ulcer,res46: Diabetes,diagnostic
Read,C108.00,Insulin dependent diabetes mellitus,res46: Diabetes,diagnostic
Read,8HBH.00,Diabetic retinopathy 6 month review,res46: Diabetes,diagnostic
Read,C10EF00,Type 1 diabetes mellitus with diabetic cataract,res46: Diabetes,diagnostic
Read,C109412,Type 2 diabetes mellitus with ulcer,res46: Diabetes,diagnostic
Read,C10FL00,Type 2 diabetes mellitus with persistent proteinuria,res46: Diabetes,diagnostic
Read,C109G12,Type 2 diabetes mellitus with arthropathy,res46: Diabetes,diagnostic
Read,TJ23z00,Adverse reaction to insulins and antidiabetic agents NOS,res46: Diabetes,diagnostic
Read,C108911,Type I diabetes mellitus maturity onset,res46: Diabetes,diagnostic
Read,C108412,Unstable type 1 diabetes mellitus,res46: Diabetes,diagnostic
Read,C10FA00,Type 2 diabetes mellitus with mononeuropathy,res46: Diabetes,diagnostic
Read,C10EA11,Type I diabetes mellitus without complication,res46: Diabetes,diagnostic
Read,C10E212,Insulin-dependent diabetes mellitus with neurological comps,res46: Diabetes,diagnostic
Read,U602311,[X] Adverse reaction to insulins and antidiabetic agents,res46: Diabetes,diagnostic
Read,C10zy00,Other specified diabetes mellitus with unspecified comps,res46: Diabetes,diagnostic
Read,8Hl1.00,Referral for diabetic retinopathy screening,res46: Diabetes,diagnostic
Read,C10y100,"Diabetes mellitus, adult, + other specified manifestation",res46: Diabetes,diagnostic
Read,C107100,"Diabetes mellitus, adult, + peripheral circulatory disorder",res46: Diabetes,diagnostic
Read,C10z100,"Diabetes mellitus, adult onset, + unspecified complication",res46: Diabetes,diagnostic
Read,C10FR00,Type 2 diabetes mellitus with gastroparesis,res46: Diabetes,diagnostic
Read,C108H00,Insulin dependent diabetes mellitus with arthropathy,res46: Diabetes,diagnostic
Read,C10zz00,Diabetes mellitus NOS with unspecified complication,res46: Diabetes,diagnostic
Read,C109C11,Type II diabetes mellitus with nephropathy,res46: Diabetes,diagnostic
Read,C108z00,Unspecified diabetes mellitus with multiple complications,res46: Diabetes,diagnostic
Read,C108G00,Insulin dependent diab mell with peripheral angiopathy,res46: Diabetes,diagnostic
Read,C107z00,Diabetes mellitus NOS with peripheral circulatory disorder,res46: Diabetes,diagnostic
Read,C10FJ11,Insulin treated Type II diabetes mellitus,res46: Diabetes,diagnostic
Read,F420800,High risk non proliferative diabetic retinopathy,res46: Diabetes,diagnostic
Read,C10F300,Type 2 diabetes mellitus with multiple complications,res46: Diabetes,diagnostic
Read,C103z00,Diabetes mellitus NOS with ketoacidotic coma,res46: Diabetes,diagnostic
Read,C108D11,Type I diabetes mellitus with nephropathy,res46: Diabetes,diagnostic
Read,C10EC11,Type I diabetes mellitus with polyneuropathy,res46: Diabetes,diagnostic
Read,C10A000,Malnutrition-related diabetes mellitus with coma,res46: Diabetes,diagnostic
Read,ZC2C900,Dietary advice for type I diabetes,res46: Diabetes,diagnostic
Read,66Ah.00,Insulin needles changed for each injection,res46: Diabetes,diagnostic
Read,C10EN11,Type I diabetes mellitus with ketoacidotic coma,res46: Diabetes,diagnostic
Read,66Aq.00,Diabetic foot screen,res46: Diabetes,diagnostic
Read,TJ23.00,Adverse reaction to insulins and antidiabetic agents,res46: Diabetes,diagnostic
Read,C109H12,Type 2 diabetes mellitus with neuropathic arthropathy,res46: Diabetes,diagnostic
Read,C103100,"Diabetes mellitus, adult onset, with ketoacidotic coma",res46: Diabetes,diagnostic
Read,C109211,Type II diabetes mellitus with neurological complications,res46: Diabetes,diagnostic
Read,C10H000,DM induced by non-steroid drugs without complication,res46: Diabetes,diagnostic
Read,C106000,"Diabetes mellitus, juvenile, + neurological manifestation",res46: Diabetes,diagnostic
Read,C10z000,"Diabetes mellitus, juvenile type, + unspecified complication",res46: Diabetes,diagnostic
Read,C10EB00,Type 1 diabetes mellitus with mononeuropathy,res46: Diabetes,diagnostic
Read,C108512,Type 1 diabetes mellitus with ulcer,res46: Diabetes,diagnostic
Read,C107000,"Diabetes mellitus, juvenile +peripheral circulatory disorder",res46: Diabetes,diagnostic
Read,C107300,IDDM with peripheral circulatory disorder,res46: Diabetes,diagnostic
Read,C10E311,Type I diabetes mellitus with multiple complications,res46: Diabetes,diagnostic
Read,C109112,Type 2 diabetes mellitus with ophthalmic complications,res46: Diabetes,diagnostic
Read,C10EA00,Type 1 diabetes mellitus without complication,res46: Diabetes,diagnostic
Read,66Aj.00,Insulin needles changed less than once a day,res46: Diabetes,diagnostic
Read,C109E00,Non-insulin depend diabetes mellitus with diabetic cataract,res46: Diabetes,diagnostic
Read,ZRq2.11,SDMT - Symbol digit modalities test,res46: Diabetes,diagnostic
Read,C105000,"Diabetes mellitus, juvenile type, + ophthalmic manifestation",res46: Diabetes,diagnostic
Read,C10E600,Type 1 diabetes mellitus with gangrene,res46: Diabetes,diagnostic
Read,C108E12,Type 1 diabetes mellitus with hypoglycaemic coma,res46: Diabetes,diagnostic
Read,C109A00,Non-insulin dependent diabetes mellitus with mononeuropathy,res46: Diabetes,diagnostic
Read,C10yz00,Diabetes mellitus NOS with other specified manifestation,res46: Diabetes,diagnostic
Read,C10F411,Type II diabetes mellitus with ulcer,res46: Diabetes,diagnostic
Read,66Ag.00,Insulin needles changed daily,res46: Diabetes,diagnostic
Read,C10E812,Insulin dependent diabetes mellitus - poor control,res46: Diabetes,diagnostic
Read,C102z00,Diabetes mellitus NOS with hyperosmolar coma,res46: Diabetes,diagnostic
