Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,250 LG,DIABETIC GLOMERULOSCLEROSIS,diabetes mellitus,diagnostic
OXMIS,250 K,DIABETES CHEMICAL (ABNORMAL BIOCHEMISTRY,diabetes mellitus,diagnostic
OXMIS,250 GA,GANGRENE DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 PG,DIABETES PREGNANCY,diabetes mellitus,diagnostic
OXMIS,250 JA,DIABETIC ACIDOSIS,diabetes mellitus,diagnostic
OXMIS,250 AT,DIABETIC AMYOTROPHY,diabetes mellitus,diagnostic
OXMIS,250 H,COMA DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 NH,HYPEROSMOLAR DIABETIC STATE,diabetes mellitus,diagnostic
OXMIS,250 HC,HYPOGLYCAEMIC COMA DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 AM,MATURITY ONSET DIABETES (MELLITUS),diabetes mellitus,diagnostic
OXMIS,250 AL,MATURITY ONSET DIABETES(MELLITUS) NON-IN,diabetes mellitus,diagnostic
OXMIS,250 A,SUGAR DIABETES,diabetes mellitus,diagnostic
OXMIS,250 AA,NIDDM (NON-INSULIN DEPENDENT DIABETES),diabetes mellitus,diagnostic
OXMIS,250 AK,MATURITY ONSET DIABETES MELLITUS INSULIN,diabetes mellitus,diagnostic
OXMIS,250 AD,DIABETES MELLITUS INSULIN DEPENDANT,diabetes mellitus,diagnostic
OXMIS,250 HP,PRECOMA DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 C,RETINOPATHY DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 AN,DIABETES,diabetes mellitus,diagnostic
OXMIS,250 ED,HYPOGLYCAEMICS ORAL DIABETES,diabetes mellitus,diagnostic
OXMIS,250 CT,DIABETIC CATARACT,diabetes mellitus,diagnostic
OXMIS,250 DC,DIETARY CONTROL DIABETES,diabetes mellitus,diagnostic
OXMIS,250 NT,UNSTABLE DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 JL,KETOSIS DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 N,DIABETIC NEPHROPATHY,diabetes mellitus,diagnostic
OXMIS,250 JK,KETOACIDOSIS DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 F,NEUROPATHY DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 E,HYPOGLYCAEMIA IN DIABETES MELLITUS,diabetes mellitus,diagnostic
OXMIS,250 G,ULCER DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 DR,DIABETIC DIARRHOEA,diabetes mellitus,diagnostic
OXMIS,250 M,CHARCOT'S DIABETIC ARTHROPATHY,diabetes mellitus,diagnostic
OXMIS,250 PR,PRURITUS DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 AB,ABSCESS DIABETIC,diabetes mellitus,diagnostic
OXMIS,250 JE,DIABETIC ACETONAEMIA,diabetes mellitus,diagnostic
Read,7276.00,Pan retinal photocoagulation for diabetes,diabetes mellitus,diagnostic
Read,C10F200,Type 2 diabetes mellitus with neurological complications,diabetes mellitus,diagnostic
Read,8H7r.00,Refer to diabetic foot screener,diabetes mellitus,diagnostic
Read,9NND.00,Under care of diabetic foot screener,diabetes mellitus,diagnostic
Read,C109E12,Type 2 diabetes mellitus with diabetic cataract,diabetes mellitus,diagnostic
Read,C10F900,Type 2 diabetes mellitus without complication,diabetes mellitus,diagnostic
Read,C108511,Type I diabetes mellitus with ulcer,diabetes mellitus,diagnostic
Read,C10F600,Type 2 diabetes mellitus with retinopathy,diabetes mellitus,diagnostic
Read,C108711,Type I diabetes mellitus with retinopathy,diabetes mellitus,diagnostic
Read,ZL62500,Referral to diabetes nurse,diabetes mellitus,diagnostic
Read,F420800,High risk non proliferative diabetic retinopathy,diabetes mellitus,diagnostic
Read,C10EN00,Type 1 diabetes mellitus with ketoacidotic coma,diabetes mellitus,diagnostic
Read,C10EM00,Type 1 diabetes mellitus with ketoacidosis,diabetes mellitus,diagnostic
Read,C10FM00,Type 2 diabetes mellitus with persistent microalbuminuria,diabetes mellitus,diagnostic
Read,C109A11,Type II diabetes mellitus with mononeuropathy,diabetes mellitus,diagnostic
Read,C10E000,Type 1 diabetes mellitus with renal complications,diabetes mellitus,diagnostic
Read,C10EE00,Type 1 diabetes mellitus with hypoglycaemic coma,diabetes mellitus,diagnostic
Read,66AX.00,Diabetes: shared care in pregnancy - diabetol and obstet,diabetes mellitus,diagnostic
Read,C10FA00,Type 2 diabetes mellitus with mononeuropathy,diabetes mellitus,diagnostic
Read,C108E12,Type 1 diabetes mellitus with hypoglycaemic coma,diabetes mellitus,diagnostic
Read,9N1i.00,Seen in diabetic foot clinic,diabetes mellitus,diagnostic
Read,2BBM.00,O/E - diabetic maculopathy absent both eyes,diabetes mellitus,diagnostic
Read,C10EP00,Type 1 diabetes mellitus with exudative maculopathy,diabetes mellitus,diagnostic
Read,66Ad.00,Hypoglycaemic attack requiring 3rd party assistance,diabetes mellitus,diagnostic
Read,C10FN00,Type 2 diabetes mellitus with ketoacidosis,diabetes mellitus,diagnostic
Read,C10E100,Type 1 diabetes mellitus with ophthalmic complications,diabetes mellitus,diagnostic
Read,C10FK00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,diabetes mellitus,diagnostic
Read,C10E900,Type 1 diabetes mellitus maturity onset,diabetes mellitus,diagnostic
Read,C10E800,Type 1 diabetes mellitus - poor control,diabetes mellitus,diagnostic
Read,C10FL00,Type 2 diabetes mellitus with persistent proteinuria,diabetes mellitus,diagnostic
Read,C10EL00,Type 1 diabetes mellitus with persistent microalbuminuria,diabetes mellitus,diagnostic
Read,2BBP.00,O/E - right eye background diabetic retinopathy,diabetes mellitus,diagnostic
Read,2BBV.00,O/E - left eye proliferative diabetic retinopathy,diabetes mellitus,diagnostic
Read,C10F400,Type 2 diabetes mellitus with ulcer,diabetes mellitus,diagnostic
Read,C10FE00,Type 2 diabetes mellitus with diabetic cataract,diabetes mellitus,diagnostic
Read,66Ac.00,Diabetic peripheral neuropathy screening,diabetes mellitus,diagnostic
Read,C10E400,Unstable type 1 diabetes mellitus,diabetes mellitus,diagnostic
Read,C10F700,Type 2 diabetes mellitus - poor control,diabetes mellitus,diagnostic
Read,C10E500,Type 1 diabetes mellitus with ulcer,diabetes mellitus,diagnostic
Read,C10FB00,Type 2 diabetes mellitus with polyneuropathy,diabetes mellitus,diagnostic
Read,8BL2.00,Patient on maximal tolerated therapy for diabetes,diabetes mellitus,diagnostic
Read,C10F500,Type 2 diabetes mellitus with gangrene,diabetes mellitus,diagnostic
Read,C10F000,Type 2 diabetes mellitus with renal complications,diabetes mellitus,diagnostic
Read,C10D.00,Diabetes mellitus autosomal dominant type 2,diabetes mellitus,diagnostic
Read,C10EC00,Type 1 diabetes mellitus with polyneuropathy,diabetes mellitus,diagnostic
Read,F420700,High risk proliferative diabetic retinopathy,diabetes mellitus,diagnostic
Read,2BBX.00,O/E - left eye diabetic maculopathy,diabetes mellitus,diagnostic
Read,2BBQ.00,O/E - left eye background diabetic retinopathy,diabetes mellitus,diagnostic
Read,C10EJ00,Type 1 diabetes mellitus with neuropathic arthropathy,diabetes mellitus,diagnostic
Read,8HBG.00,Diabetic retinopathy 12 month review,diabetes mellitus,diagnostic
Read,C108212,Type 1 diabetes mellitus with neurological complications,diabetes mellitus,diagnostic
Read,C10C.11,Maturity onset diabetes in youth,diabetes mellitus,diagnostic
Read,2BBR.00,O/E - right eye preproliferative diabetic retinopathy,diabetes mellitus,diagnostic
Read,C10EK00,Type 1 diabetes mellitus with persistent proteinuria,diabetes mellitus,diagnostic
Read,2BBW.00,O/E - right eye diabetic maculopathy,diabetes mellitus,diagnostic
Read,C10FQ00,Type 2 diabetes mellitus with exudative maculopathy,diabetes mellitus,diagnostic
Read,C10FD00,Type 2 diabetes mellitus with hypoglycaemic coma,diabetes mellitus,diagnostic
Read,2BBT.00,O/E - right eye proliferative diabetic retinopathy,diabetes mellitus,diagnostic
Read,2BBS.00,O/E - left eye preproliferative diabetic retinopathy,diabetes mellitus,diagnostic
Read,C10FP00,Type 2 diabetes mellitus with ketoacidotic coma,diabetes mellitus,diagnostic
Read,68A9.00,Diabetic retinopathy screening offered,diabetes mellitus,diagnostic
Read,9NN9.00,Under care of diabetes specialist nurse,diabetes mellitus,diagnostic
Read,8I3X.00,Diabetic retinopathy screening refused,diabetes mellitus,diagnostic
Read,C10EM11,Type I diabetes mellitus with ketoacidosis,diabetes mellitus,diagnostic
Read,C108B11,Type I diabetes mellitus with mononeuropathy,diabetes mellitus,diagnostic
Read,C10D.11,Maturity onset diabetes in youth type 2,diabetes mellitus,diagnostic
Read,C10F100,Type 2 diabetes mellitus with ophthalmic complications,diabetes mellitus,diagnostic
Read,C104.11,Diabetic nephropathy,diabetes mellitus,diagnostic
Read,8HBH.00,Diabetic retinopathy 6 month review,diabetes mellitus,diagnostic
Read,C10C.00,Diabetes mellitus autosomal dominant,diabetes mellitus,diagnostic
Read,C10G.00,Secondary pancreatic diabetes mellitus,diabetes mellitus,diagnostic
Read,C10E200,Type 1 diabetes mellitus with neurological complications,diabetes mellitus,diagnostic
Read,C109G12,Type 2 diabetes mellitus with arthropathy,diabetes mellitus,diagnostic
Read,C10E411,Unstable type I diabetes mellitus,diabetes mellitus,diagnostic
Read,C109G11,Type II diabetes mellitus with arthropathy,diabetes mellitus,diagnostic
Read,C10EF00,Type 1 diabetes mellitus with diabetic cataract,diabetes mellitus,diagnostic
