Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,4369AR,CEREBROVASCULAR ACCIDENT RIGHT,stroke,diagnostic
OXMIS,4369A,CVA (CEREBROVASCULAR ACCIDENT),stroke,diagnostic
OXMIS,4369AL,CEREBROVASCULAR ACCIDENT LEFT,stroke,diagnostic
OXMIS,4360B,STROKE WITH HYPERTENSION,stroke,diagnostic
OXMIS,4360A,CEREBROVASCULAR ACCIDENT WITH HYPERTENSI,stroke,diagnostic
OXMIS,4369BN,SYNDROME STROKE,stroke,diagnostic
OXMIS,4359AT,TRANSIENT ISCHAEMIC ATTACKS,stroke,diagnostic
OXMIS,4350AT,TRANSIENT ISCHAEMIC ATTACKS WITH HYPERTE,stroke,diagnostic
OXMIS,4369B,STROKE,stroke,diagnostic
OXMIS,4389PP,POSTSTROKE PARALYSIS,stroke,diagnostic
OXMIS,4389PN,SYNDROME POSTSTROKE,stroke,diagnostic
Read,Gyu6200,[X]Other intracerebral haemorrhage,stroke,diagnostic
Read,G618.00,Intracerebral haemorrhage; multiple localized,stroke,diagnostic
Read,G610.00,Cortical haemorrhage,stroke,diagnostic
Read,G650.00,Basilar artery syndrome,stroke,diagnostic
Read,G61..11,CVA - cerebrovascular accid due to intracerebral haemorrhage,stroke,diagnostic
Read,G63y100,Cerebral infarction due to embolism of precerebral arteries,stroke,diagnostic
Read,F423600,Amaurosis fugax,stroke,diagnostic
Read,Gyu6400,[X]Other cerebral infarction,stroke,diagnostic
Read,G660.00,Middle cerebral artery syndrome,stroke,diagnostic
Read,G66..11,CVA unspecified,stroke,diagnostic
Read,G65z.00,Transient cerebral ischaemia NOS,stroke,diagnostic
Read,Gyu6600,[X]Occlusion and stenosis of other cerebral arteries,stroke,diagnostic
Read,G653.00,Carotid artery syndrome hemispheric,stroke,diagnostic
Read,G61X000,Left sided intracerebral haemorrhage; unspecified,stroke,diagnostic
Read,G611.00,Internal capsule haemorrhage,stroke,diagnostic
Read,G64..00,Cerebral arterial occlusion,stroke,diagnostic
Read,G654.00,Multiple and bilateral precerebral artery syndromes,stroke,diagnostic
Read,G6W..00,Cereb infarct due unsp occlus/stenos precerebr arteries,stroke,diagnostic
Read,L440.11,CVA - cerebrovascular accident in the puerperium,stroke,diagnostic
Read,G61z.00,Intracerebral haemorrhage NOS,stroke,diagnostic
Read,G61X100,Right sided intracerebral haemorrhage; unspecified,stroke,diagnostic
