terminology,code,term,code_type
SNOMEDCT,1086661000000108,"Reactive depression, prolonged single episode (disorder)",1.0
SNOMEDCT,1089641000000100,Recurrent depression with current moderate episode (disorder),1.0
SNOMEDCT,16264901000119109,Recurrent moderate major depressive disorder co-occurrent with anxiety (disorder),1.0
SNOMEDCT,16266831000119100,Moderate major depressive disorder co-occurrent with anxiety single episode (disorder),1.0
SNOMEDCT,18818009,Moderate recurrent major depression (disorder),1.0
SNOMEDCT,191601008,"Single major depressive episode, mild (disorder)",1.0
SNOMEDCT,191611001,"Recurrent major depressive episodes, moderate (disorder)",1.0
SNOMEDCT,191613003,"Recurrent major depressive episodes, severe, with psychosis (disorder)",1.0
SNOMEDCT,192049004,Prolonged depressive adjustment reaction (disorder),1.0
SNOMEDCT,19527009,Single episode of major depression in full remission (disorder),1.0
SNOMEDCT,231485007,Post-schizophrenic depression (disorder),1.0
SNOMEDCT,231499006,Endogenous depression first episode (disorder),1.0
SNOMEDCT,247803002,Seasonal affective disorder (disorder),1.0
SNOMEDCT,251000119105,"Severe major depression, single episode (disorder)",1.0
SNOMEDCT,25922000,"Major depressive disorder, single episode with postpartum onset (disorder)",1.0
SNOMEDCT,274948002,Endogenous depression - recurrent (disorder),1.0
SNOMEDCT,300706003,Endogenous depression (disorder),1.0
SNOMEDCT,310495003,Mild depression (disorder),1.0
SNOMEDCT,35489007,Depressive disorder (disorder),1.0
SNOMEDCT,357705009,Cotard's syndrome (disorder),1.0
SNOMEDCT,36474008,Severe recurrent major depression without psychotic features (disorder),1.0
SNOMEDCT,36923009,"Major depression, single episode (disorder)",1.0
SNOMEDCT,397711000000100,[X]Severe depressive episode with psychotic symptoms (disorder),1.0
SNOMEDCT,70747007,"Major depression single episode, in partial remission (disorder)",1.0
SNOMEDCT,73867007,Severe major depression with psychotic features (disorder),1.0
SNOMEDCT,75084000,Severe major depression without psychotic features (disorder),1.0
SNOMEDCT,755321000000106,"Single major depressive episode, severe, with psychosis, psychosis in remission (disorder)",1.0
SNOMEDCT,76441001,"Severe major depression, single episode, without psychotic features (disorder)",1.0
SNOMEDCT,764611000000100,"Recurrent major depressive episodes, severe (disorder)",1.0
SNOMEDCT,764691000000109,"Recurrent major depressive episodes, in partial remission (disorder)",1.0
SNOMEDCT,78667006,Dysthymia (disorder),1.0
SNOMEDCT,79298009,"Mild major depression, single episode (disorder)",1.0
SNOMEDCT,832007,Moderate major depression (disorder),1.0
SNOMEDCT,83458005,Agitated depression (disorder),1.0
SNOMEDCT,87512008,Mild major depression (disorder),1.0
SNOMEDCT,1086471000000103,"Recurrent reactive depressive episodes, severe, with psychosis (disorder)",1.0
SNOMEDCT,1089511000000100,Recurrent depression with current severe episode and psychotic features (disorder),1.0
SNOMEDCT,1089631000000109,Recurrent depression with current severe episode without psychotic features (disorder),1.0
SNOMEDCT,15639000,"Moderate major depression, single episode (disorder)",1.0
SNOMEDCT,16264621000119109,Recurrent mild major depressive disorder co-occurrent with anxiety (disorder),1.0
SNOMEDCT,16265951000119109,Mild major depressive disorder co-occurrent with anxiety single episode (disorder),1.0
SNOMEDCT,191455000,Presenile dementia with depression (disorder),1.0
SNOMEDCT,191459006,Senile dementia with depression (disorder),1.0
SNOMEDCT,191604000,"Single major depressive episode, severe, with psychosis (disorder)",1.0
SNOMEDCT,191610000,"Recurrent major depressive episodes, mild (disorder)",1.0
SNOMEDCT,191616006,Recurrent depression (disorder),1.0
SNOMEDCT,191659001,Atypical depressive disorder (disorder),1.0
SNOMEDCT,191676002,Reactive depressive psychosis (disorder),1.0
SNOMEDCT,192080009,Chronic depression (disorder),1.0
SNOMEDCT,231500002,Masked depression (disorder),1.0
SNOMEDCT,231504006,Mixed anxiety and depressive disorder (disorder),1.0
SNOMEDCT,268621008,Recurrent major depressive episodes (disorder),1.0
SNOMEDCT,28475009,Severe recurrent major depression with psychotic features (disorder),1.0
SNOMEDCT,310496002,Moderate depression (disorder),1.0
SNOMEDCT,310497006,Severe depression (disorder),1.0
SNOMEDCT,370143000,Major depressive disorder (disorder),1.0
SNOMEDCT,397701000000102,[X]Severe depressive episode without psychotic symptoms (disorder),1.0
SNOMEDCT,40379007,Mild recurrent major depression (disorder),1.0
SNOMEDCT,40568001,Recurrent brief depressive disorder (disorder),1.0
SNOMEDCT,430421000000104,[X]Mild depressive episode (disorder),1.0
SNOMEDCT,465441000000108,[X]Moderate depressive episode (disorder),1.0
SNOMEDCT,698957003,Depressive disorder in remission (disorder),1.0
SNOMEDCT,720453001,Moderately severe major depression single episode (disorder),1.0
SNOMEDCT,755331000000108,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission (disorder)",1.0
SNOMEDCT,765176007,Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder),1.0
SNOMEDCT,84760002,"Schizoaffective disorder, depressive type (disorder)",1.0
SNOMEDCT,87414006,Reactive depression (situational) (disorder),1.0
