Coding System (GPRD_product_code),Codes,Description,Entity type,Category
GPRD_product_code,10564001,NA,Oral decongestants,drug
GPRD_product_code,08528001,NA,Oral decongestants,drug
GPRD_product_code,07921001,NA,Oral decongestants,drug
GPRD_product_code,11596001,NA,Oral decongestants,drug
GPRD_product_code,00009001,NA,Oral decongestants,drug
GPRD_product_code,00186001,NA,Oral decongestants,drug
GPRD_product_code,07361002,NA,Oral decongestants,drug
GPRD_product_code,05909001,NA,Oral decongestants,drug
GPRD_product_code,04632001,NA,Oral decongestants,drug
GPRD_product_code,04010001,NA,Oral decongestants,drug
GPRD_product_code,09287001,NA,Oral decongestants,drug
GPRD_product_code,06643001,NA,Oral decongestants,drug
GPRD_product_code,09278001,NA,Oral decongestants,drug
GPRD_product_code,08082001,NA,Oral decongestants,drug
GPRD_product_code,00246001,NA,Oral decongestants,drug
GPRD_product_code,12177001,NA,Oral decongestants,drug
GPRD_product_code,05686001,NA,Oral decongestants,drug
GPRD_product_code,04629002,NA,Oral decongestants,drug
GPRD_product_code,00902002,NA,Oral decongestants,drug
GPRD_product_code,01320001,NA,Oral decongestants,drug
GPRD_product_code,14214001,NA,Oral decongestants,drug
GPRD_product_code,02484001,NA,Oral decongestants,drug
GPRD_product_code,02571001,NA,Oral decongestants,drug
GPRD_product_code,02481001,NA,Oral decongestants,drug
GPRD_product_code,01359001,NA,Oral decongestants,drug
GPRD_product_code,00010001,NA,Oral decongestants,drug
GPRD_product_code,04631001,NA,Oral decongestants,drug
GPRD_product_code,05689003,NA,Oral decongestants,drug
GPRD_product_code,10972001,NA,Oral decongestants,drug
GPRD_product_code,04629003,NA,Oral decongestants,drug
GPRD_product_code,10929001,NA,Oral decongestants,drug
GPRD_product_code,12887001,NA,Oral decongestants,drug
GPRD_product_code,10890001,NA,Oral decongestants,drug
GPRD_product_code,05691002,NA,Oral decongestants,drug
GPRD_product_code,09616001,NA,Oral decongestants,drug
GPRD_product_code,05706001,NA,Oral decongestants,drug
GPRD_product_code,08019001,NA,Oral decongestants,drug
GPRD_product_code,03167007,NA,Oral decongestants,drug
GPRD_product_code,04629001,NA,Oral decongestants,drug
GPRD_product_code,00902001,NA,Oral decongestants,drug
GPRD_product_code,05689002,NA,Oral decongestants,drug
GPRD_product_code,10890002,NA,Oral decongestants,drug
GPRD_product_code,08794001,NA,Oral decongestants,drug
GPRD_product_code,10411001,NA,Oral decongestants,drug
GPRD_product_code,09169001,NA,Oral decongestants,drug
GPRD_product_code,03143007,NA,Oral decongestants,drug
GPRD_product_code,12886001,NA,Oral decongestants,drug
GPRD_product_code,11618001,NA,Oral decongestants,drug
GPRD_product_code,11468001,NA,Oral decongestants,drug
GPRD_product_code,03581007,NA,Oral decongestants,drug
GPRD_product_code,06699007,NA,Oral decongestants,drug
GPRD_product_code,05611002,NA,Oral decongestants,drug
GPRD_product_code,07354001,NA,Oral decongestants,drug
GPRD_product_code,05437002,NA,Oral decongestants,drug
GPRD_product_code,10820001,NA,Oral decongestants,drug
GPRD_product_code,01462001,NA,Oral decongestants,drug
GPRD_product_code,00186002,NA,Oral decongestants,drug
GPRD_product_code,00009002,NA,Oral decongestants,drug
GPRD_product_code,10732001,NA,Oral decongestants,drug
GPRD_product_code,01765001,NA,Oral decongestants,drug
GPRD_product_code,07361001,NA,Oral decongestants,drug
GPRD_product_code,05437001,NA,Oral decongestants,drug
GPRD_product_code,05689001,NA,Oral decongestants,drug
GPRD_product_code,07712001,NA,Oral decongestants,drug
GPRD_product_code,05691001,NA,Oral decongestants,drug
GPRD_product_code,05611001,NA,Oral decongestants,drug
