Coding System (Read),Codes,Description,Entity type,Category
Read,C10FM11,Type II diabetes mellitus with persistent microalbuminuria,res50: diabetic complications,diagnostic
Read,C10E700,Type 1 diabetes mellitus with retinopathy,res50: diabetic complications,diagnostic
Read,C108700,Insulin dependent diabetes mellitus with retinopathy,res50: diabetic complications,diagnostic
Read,C105.00,Diabetes mellitus with ophthalmic manifestation,res50: diabetic complications,diagnostic
Read,2BBl.00,O/E - left eye stable treated prolif diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2BBQ.00,O/E - left eye background diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2BBM.00,O/E - diabetic maculopathy absent both eyes,res50: diabetic complications,diagnostic
Read,F372.11,Diabetic polyneuropathy,res50: diabetic complications,diagnostic
Read,2BBL.00,O/E - diabetic maculopathy present both eyes,res50: diabetic complications,diagnostic
Read,2BBP.00,O/E - right eye background diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2BBk.00,O/E - right eye stable treated prolif diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2BBS.00,O/E - left eye preproliferative diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2BBR.00,O/E - right eye preproliferative diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2BBX.00,O/E - left eye diabetic maculopathy,res50: diabetic complications,diagnostic
Read,2BBV.00,O/E - left eye proliferative diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2BBT.00,O/E - right eye proliferative diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2BBW.00,O/E - right eye diabetic maculopathy,res50: diabetic complications,diagnostic
Read,C104z00,Diabetes mellitus with nephropathy NOS,res50: diabetic complications,diagnostic
Read,2G5W.00,O/E - left chronic diabetic foot ulcer,res50: diabetic complications,diagnostic
Read,2BBr.00,Impaired vision due to diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2BBo.00,O/E - sight threatening diabetic retinopathy,res50: diabetic complications,diagnostic
Read,2G5V.00,O/E - right chronic diabetic foot ulcer,res50: diabetic complications,diagnostic
Read,2G5L.00,O/E - Left diabetic foot - ulcerated,res50: diabetic complications,diagnostic
Read,C104y00,Other specified diabetes mellitus with renal complications,res50: diabetic complications,diagnostic
Read,C104.11,Diabetic nephropathy,res50: diabetic complications,diagnostic
Read,C104.00,Diabetes mellitus with renal manifestation,res50: diabetic complications,diagnostic
Read,C108600,Insulin dependent diabetes mellitus with gangrene,res50: diabetic complications,diagnostic
Read,C106.13,Diabetes mellitus with polyneuropathy,res50: diabetic complications,diagnostic
Read,C105z00,Diabetes mellitus NOS with ophthalmic manifestation,res50: diabetic complications,diagnostic
Read,C105y00,Other specified diabetes mellitus with ophthalmic complicatn,res50: diabetic complications,diagnostic
Read,C106.12,Diabetes mellitus with neuropathy,res50: diabetic complications,diagnostic
Read,C106.00,Diabetes mellitus with neurological manifestation,res50: diabetic complications,diagnostic
Read,C106.11,Diabetic amyotrophy,res50: diabetic complications,diagnostic
Read,C108512,Type 1 diabetes mellitus with ulcer,res50: diabetic complications,diagnostic
Read,C108100,Insulin-dependent diabetes mellitus with ophthalmic comps,res50: diabetic complications,diagnostic
Read,C107z00,Diabetes mellitus NOS with peripheral circulatory disorder,res50: diabetic complications,diagnostic
Read,C106z00,Diabetes mellitus NOS with neurological manifestation,res50: diabetic complications,diagnostic
Read,C106y00,Other specified diabetes mellitus with neurological comps,res50: diabetic complications,diagnostic
Read,C107.11,Diabetes mellitus with gangrene,res50: diabetic complications,diagnostic
Read,C107.00,Diabetes mellitus with peripheral circulatory disorder,res50: diabetic complications,diagnostic
Read,C108012,Type 1 diabetes mellitus with renal complications,res50: diabetic complications,diagnostic
Read,C108000,Insulin-dependent diabetes mellitus with renal complications,res50: diabetic complications,diagnostic
Read,C108011,Type I diabetes mellitus with renal complications,res50: diabetic complications,diagnostic
Read,C108511,Type I diabetes mellitus with ulcer,res50: diabetic complications,diagnostic
Read,C108200,Insulin-dependent diabetes mellitus with neurological comps,res50: diabetic complications,diagnostic
Read,C108112,Type 1 diabetes mellitus with ophthalmic complications,res50: diabetic complications,diagnostic
Read,C108500,Insulin dependent diabetes mellitus with ulcer,res50: diabetic complications,diagnostic
Read,C108212,Type 1 diabetes mellitus with neurological complications,res50: diabetic complications,diagnostic
Read,C108211,Type I diabetes mellitus with neurological complications,res50: diabetic complications,diagnostic
Read,C108311,Type I diabetes mellitus with multiple complications,res50: diabetic complications,diagnostic
Read,C108300,Insulin dependent diabetes mellitus with multiple complicatn,res50: diabetic complications,diagnostic
Read,C10E612,Insulin dependent diabetes mellitus with gangrene,res50: diabetic complications,diagnostic
Read,C109B11,Type II diabetes mellitus with polyneuropathy,res50: diabetic complications,diagnostic
Read,C109212,Type 2 diabetes mellitus with neurological complications,res50: diabetic complications,diagnostic
Read,C108J11,Type I diabetes mellitus with neuropathic arthropathy,res50: diabetic complications,diagnostic
Read,C108C00,Insulin dependent diabetes mellitus with polyneuropathy,res50: diabetic complications,diagnostic
Read,C108712,Type 1 diabetes mellitus with retinopathy,res50: diabetic complications,diagnostic
Read,C108711,Type I diabetes mellitus with retinopathy,res50: diabetic complications,diagnostic
Read,C108B11,Type I diabetes mellitus with mononeuropathy,res50: diabetic complications,diagnostic
Read,C108B00,Insulin dependent diabetes mellitus with mononeuropathy,res50: diabetic complications,diagnostic
Read,C108H11,Type I diabetes mellitus with arthropathy,res50: diabetic complications,diagnostic
Read,C108D11,Type I diabetes mellitus with nephropathy,res50: diabetic complications,diagnostic
Read,C108D00,Insulin dependent diabetes mellitus with nephropathy,res50: diabetic complications,diagnostic
Read,C108H00,Insulin dependent diabetes mellitus with arthropathy,res50: diabetic complications,diagnostic
Read,C108F00,Insulin dependent diabetes mellitus with diabetic cataract,res50: diabetic complications,diagnostic
