Coding System (CPRD_product_code),Codes,Description,Entity type,Category
CPRD_product_code,45821,Onglyza 2.5mg tablets (AstraZeneca UK Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,43684,Janumet 50mg/1000mg tablets (Merck Sharp & Dohme Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,35462,Januvia 100mg tablets (Merck Sharp & Dohme Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,35022,Sitagliptin 100mg tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,43619,Metformin 1g / Sitagliptin 50mg tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,38551,Eucreas 50mg/1000mg tablets (Novartis Pharmaceuticals UK Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,37902,Vildagliptin 50mg / Metformin 1g tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,37874,Vildagliptin 50mg / Metformin 850mg tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,41431,Onglyza 5mg tablets (AstraZeneca UK Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,39203,Eucreas 50mg/850mg tablets (Novartis Pharmaceuticals UK Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,39149,Galvus 50mg tablets (Novartis Pharmaceuticals UK Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,41204,Saxagliptin 5mg tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,50124,Januvia 25mg tablets (Merck Sharp & Dohme Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,46665,Linagliptin 5mg tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,50087,Januvia 50mg tablets (Merck Sharp & Dohme Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,46716,Trajenta 5mg tablets (Boehringer Ingelheim Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,48533,Sitagliptin 25mg tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,54150,Jentadueto 2.5mg/850mg tablets (Boehringer Ingelheim Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,56965,Komboglyze 2.5mg/1000mg tablets (AstraZeneca UK Ltd),res50: DPP-4 inhibitors,drug
CPRD_product_code,54891,Saxagliptin 2.5mg / Metformin 1g tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,59809,Alogliptin 6.25mg tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,37875,Vildagliptin 50mg tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,45775,Saxagliptin 2.5mg tablets,res50: DPP-4 inhibitors,drug
CPRD_product_code,48401,Sitagliptin 50mg tablets,res50: DPP-4 inhibitors,drug
