Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,3004ER,REACTIVE DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3000E,ANXIETY DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004B,PREGNANCY DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3091PL,DEPRESSION POSTVIRAL,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004,NEUROSIS DEPRESSIVE,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,7902DC,POSTVIRAL DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,2962R,RECURRENT DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,2962EN,ENDOGENOUS DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3091PF,POSTINFECTIVE DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004PP,POSTOPERATIVE DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,2962B,DEPRESSION ACUTE,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3091N,INFLUENZAL DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,2962AF,REACTION DEPRESSIVE AFFECTIVE,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3091PN,POSTINFLUENZA DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,2962A,DEPRESSION CHRONIC,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,2960AD,DEPRESSION AGITATED,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,2960AC,CHRONIC AGITATED DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004A,DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004AB,OBSERVED DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004M,MORNING DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004C,PUERPERAL DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004AM,MOOD DEPRESSED,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004E,EXOGENOUS DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
OXMIS,3004CA,POSTNATAL DEPRESSION,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,Eu32400,[X]Mild depression,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,E112000,"Single major depressive episode, unspecified",res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,Eu33.15,[X]SAD - Seasonal affective disorder,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,E113z00,Recurrent major depressive episode NOS,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,Eu32212,[X]Single episode major depression w'out psychotic symptoms,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,Eu32y12,[X]Single episode of masked depression NOS,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,E113300,"Recurrent major depressive episodes, severe, no psychosis",res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,Eu33212,"[X]Major depression, recurrent without psychotic symptoms",res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,Eu32z00,"[X]Depressive episode, unspecified",res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,212S.00,Depression resolved,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,E112600,"Single major depressive episode, in full remission",res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,1B17.00,Depressed,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,E113.00,Recurrent major depressive episode,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,2257.00,O/E - depressed,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,Eu32z11,[X]Depression NOS,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,Eu33.13,[X]Recurrent episodes of reactive depression,res43: depression_kontopantelis_bmjqs2012,diagnostic
Read,Eu32.00,[X]Depressive episode,res43: depression_kontopantelis_bmjqs2012,diagnostic
