Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,4003,HYPERTENSIVE NEPHROPATHY,hypertension,diagnostic
OXMIS,4000,MALIGNANT HYPERTENSION,hypertension,diagnostic
OXMIS,4003AA,HYPERTENSIVE RENAL DISEASE,hypertension,diagnostic
OXMIS,4100NA,MYOCARDIAL INFARCT ACUTE WITH HYPERTENSI,hypertension,diagnostic
OXMIS,401,BENIGN HYPERTENSION,hypertension,diagnostic
OXMIS,401 EL,HYPERTENSION ARTERIAL SYSTEMIC,hypertension,diagnostic
OXMIS,401 E,HYPERTENSION ARTERIAL,hypertension,diagnostic
OXMIS,401 DC,HYPERTENSION DIASTOLIC,hypertension,diagnostic
OXMIS,401 AT,HYPERTENSION ATHEROSCLEROTIC,hypertension,diagnostic
OXMIS,401 AR,HYPERTENSION ARTERIOSCLEROTIC,hypertension,diagnostic
OXMIS,401 AC,HYPERTENSION ACCELERATED,hypertension,diagnostic
OXMIS,401 A,HYPERTENSION,hypertension,diagnostic
OXMIS,401 C,HYPERTENSION ESSENTIAL,hypertension,diagnostic
OXMIS,401 BN,HYPERTENSION BENIGN,hypertension,diagnostic
OXMIS,401 BM,HYPERTENSION ON TREATMENT,hypertension,diagnostic
OXMIS,401 BR,HYPERTENSION RESOLVED,hypertension,diagnostic
OXMIS,4100N,MYOCARDIAL INFARCT WITH HYPERTENSION,hypertension,diagnostic
OXMIS,403 AA,RENAL HYPERTENSIVE DISEASE,hypertension,diagnostic
OXMIS,401 LB,HYPERTENSION LABILE INTERMITTENT,hypertension,diagnostic
OXMIS,403,RENAL HYPERTENSION,hypertension,diagnostic
OXMIS,401 PA,HYPERTENSION PRIMARY,hypertension,diagnostic
OXMIS,401 P,HYPERTENSION ARTERIAL PRIMARY,hypertension,diagnostic
OXMIS,401 NC,HYPERTENSION NECROTIZING STAGES,hypertension,diagnostic
OXMIS,402 VH,VENTRICULAR HYPERTROPHY HYPERTENSIVE,hypertension,diagnostic
OXMIS,401 S,HYPERTENSION SYSTOLIC,hypertension,diagnostic
OXMIS,402 MF,MYOCARDIAL FIBROSIS WITH HYPERTENSION,hypertension,diagnostic
OXMIS,402,HYPERTENSIVE HEART DISEASE,hypertension,diagnostic
OXMIS,402 C,HYPERTENSION CONGESTIVE HEART FAILURE,hypertension,diagnostic
OXMIS,403 NG,HYPERTENSIVE GLOMERULOSCLEROSIS,hypertension,diagnostic
OXMIS,403 AH,RENOVASCULAR HYPERTENSION,hypertension,diagnostic
OXMIS,403 NC,HYPERTENSION IMPAIRED RENAL FUNCTION,hypertension,diagnostic
OXMIS,403 NF,HYPERTENSION RENAL INSUFFICIENCY,hypertension,diagnostic
OXMIS,4370,CEREBRAL ISCHAEMIA HYPERTENSIVE,hypertension,diagnostic
OXMIS,4120A,ISCHAEMIC HEART DISEASE HYPERTENSIVE,hypertension,diagnostic
OXMIS,4100T,THROMBOSIS CORONARY WITH HYPERTENSION,hypertension,diagnostic
OXMIS,4120,INSUFFICIENCY CORONARY HYPERTENSIVE,hypertension,diagnostic
OXMIS,4130E,ANGINA EFFORT WITH HYPERTENSION,hypertension,diagnostic
