Coding System (GPRD_product_code),Codes,Description,Entity type,Category
GPRD_product_code,07482001,COZAAR tabs 50mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,02350001,OLMETEC tabs 40mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,14585001,VALSARTAN (IPU) tabs 160mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,00313001,MICARDIS PLUS tabs 80mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,07009001,TELMISARTAN tabs 40mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,07483002,LOSARTAN tabs 25mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08428003,AMIAS tabs 8mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08131001,OLMETEC tabs 20mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,07483001,LOSARTAN tabs 50mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08127001,OLMESARTAN MEDOXOMIL tabs 10mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08126001,OLMESARTAN MEDOXOMIL tabs 40mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08428002,AMIAS tabs 4mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08138001,OLMESARTAN MEDOXOMIL tabs 20mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08132001,OLMETEC tabs 10mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08428001,AMIAS tabs 2mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08422001,HYDROCHLOROTHIAZIDE + LOSARTAN tabs 12.5mg + 50mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08479001,LOSARTAN tabs 100mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09495001,CANDESARTAN tabs 16mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08910002,IRBESARTAN + HYDROCHLOROTHIAZIDE tabs 300mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08759001,LOSARTAN + HYDROCHLOROTHIAZIDE tabs 50mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09450001,MICARDIS PLUS tabs 40mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09210001,COZAAR tabs 100mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09496003,CANDESARTAN tabs 8mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09496001,CANDESARTAN tabs 2mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09496002,CANDESARTAN tabs 4mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10485003,VALSARTAN caps 160mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09567002,MICARDIS tabs 80mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09567001,MICARDIS tabs 40mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10485002,VALSARTAN caps 80mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09567003,MICARDIS tabs 20mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10485001,VALSARTAN caps 40mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10716002,EPROSARTAN tabs 400mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10486002,DIOVAN caps 80mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10486001,DIOVAN caps 40mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10716001,EPROSARTAN tabs 300mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10486003,DIOVAN caps 160mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10707002,COAPROVEL tabs 300mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10716003,EPROSARTAN tabs 600mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,07009002,TELMISARTAN tabs 80mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12786001,HYDROCHLOROTHIAZIDE + VALSARTAN tabs 12.5mg + 80mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12578001,CO-DIOVAN tabs 160mg + 25mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,07482002,COZAAR tabs 25mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,07009003,TELMISARTAN tabs 20mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12577001,HYDROCHLOROTHIAZIDE + VALSARTAN tabs 25mg + 160mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12575001,VALSARTAN + HYDROCHLOROTHIAZIDE tabs 160mg + 25mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12571001,VALSARTAN + HYDROCHLOROTHIAZIDE tabs 160mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12572001,HYDROCHLOROTHIAZIDE + VALSARTAN tabs 12.5mg + 160mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12972001,AMIAS tabs 32mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12846001,VALSARTAN tabs 40mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12847001,DIOVAN tabs 40mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12971001,CANDESARTAN tabs 32mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12785001,VALSARTAN + HYDROCHLOROTHIAZIDE tabs 80mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,08910001,IRBESARTAN + HYDROCHLOROTHIAZIDE tabs 150mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12573001,CO-DIOVAN tabs 160mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09452001,TELMISARTAN + HYDROCHLOROTHIAZIDE tabs 40mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10707001,COAPROVEL tabs 150mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,09922001,COZAAR-COMP tabs 50mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,12787001,CO-DIOVAN tabs 80mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,13907001,OLMESARTAN MEDOXOMIL + HYDROCHLOROTHIAZIDE tabs 20mg + 25mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,13477001,LOSARTAN + HYDROCHLOROTHIAZIDE tabs 100mg + 25mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,13906001,OLMESARTAN MEDOXOMIL + HYDROCHLOROTHIAZIDE tabs 20mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,13479001,COZAAR-COMP tabs 100mg + 25mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,13910001,OLMETEC PLUS tabs 20mg + 25mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,13959001,HYDROCHLOROTHIAZIDE + OLMESARTAN MEDOXOMIL tabs 25mg + 20mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,13960001,HYDROCHLOROTHIAZIDE + OLMESARTAN MEDOXOMIL tabs 12.5mg + 20mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,14780001,IRBESARTAN + HYDROCHLOROTHIAZIDE tabs 300mg + 25mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,14583001,VALSARTAN (IPU) tabs 80mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,11492002,IRBESARTAN tabs 150mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10717001,TEVETEN tabs 300mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10717002,TEVETEN tabs 400mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,11492001,IRBESARTAN tabs 75mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,10717003,TEVETEN tabs 600mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,13909001,OLMETEC PLUS tabs 20mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,11492003,IRBESARTAN tabs 300mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,13478001,HYDROCHLOROTHIAZIDE + LOSARTAN tabs 25mg + 100mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,11493001,APROVEL tabs 75mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,11493002,APROVEL tabs 150mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,11664001,AMIAS tabs 16mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,11493003,APROVEL tabs 300mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,02748001,TELMISARTAN + HYDROCHLOROTHIAZIDE tabs 80mg + 12.5mg,Angiotensin-II receptor antagonists,drug
GPRD_product_code,14781001,COAPROVEL tabs 300mg + 25mg,Angiotensin-II receptor antagonists,drug
