terminology,code,term,code_type
SNOMEDCT,15960581000119102,Angina co-occurrent and due to arteriosclerosis of autologous vein coronary artery bypass graft (disorder),1
SNOMEDCT,10971000087107,Myocardial ischemia during surgery (disorder),1
SNOMEDCT,300995000,Exercise-induced angina (disorder),1
SNOMEDCT,414545008,Ischemic heart disease (disorder),1
SNOMEDCT,697976003,Microvascular ischemia of myocardium (disorder),1
SNOMEDCT,413439005,Acute ischemic heart disease (disorder),1
SNOMEDCT,394659003,Acute coronary syndrome (disorder),1
SNOMEDCT,371810009,Recurrent angina status post coronary artery bypass graft (disorder),1
SNOMEDCT,713405002,Subacute ischemic heart disease (disorder),1
SNOMEDCT,315025001,Refractory angina (disorder),1
SNOMEDCT,25106000,Impending infarction (disorder),1
SNOMEDCT,314116003,Post infarct angina (disorder),1
SNOMEDCT,414795007,Myocardial ischemia (disorder),1
SNOMEDCT,225566008,Ischemic chest pain (finding),1
SNOMEDCT,85284003,"Angina, class III (disorder)",1
SNOMEDCT,233821000,New onset angina (disorder),1
SNOMEDCT,87343002,Prinzmetal angina (disorder),1
SNOMEDCT,89323001,"Angina, class IV (disorder)",1
SNOMEDCT,371807002,Atypical angina (disorder),1
SNOMEDCT,61490001,"Angina, class I (disorder)",1
SNOMEDCT,35928006,Nocturnal angina (disorder),1
SNOMEDCT,429559004,Typical angina (disorder),1
SNOMEDCT,233819005,Stable angina (disorder),1
SNOMEDCT,59021001,Angina decubitus (disorder),1
SNOMEDCT,41334000,"Angina, class II (disorder)",1
SNOMEDCT,19057007,Status anginosus (disorder),1
SNOMEDCT,194828000,Angina (disorder),1
SNOMEDCT,371812001,Recurrent angina status post directional coronary atherectomy (disorder),1
SNOMEDCT,15960381000119109,Angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft (disorder),1
SNOMEDCT,15960061000119102,Unstable angina co-occurrent and due to coronary arteriosclerosis (disorder),1
SNOMEDCT,15960141000119102,Angina co-occurrent and due to coronary arteriosclerosis (disorder),1
SNOMEDCT,712866001,Resting ischemia co-occurrent and due to ischemic heart disease (disorder),1
SNOMEDCT,791000119109,Angina associated with type II diabetes mellitus (disorder),1
SNOMEDCT,371811008,Recurrent angina status post rotational atherectomy (disorder),1
SNOMEDCT,371809004,Recurrent angina status post coronary stent placement (disorder),1
SNOMEDCT,703214003,Silent coronary vasospastic disease (disorder),1
SNOMEDCT,413838009,Chronic ischemic heart disease (disorder),1
SNOMEDCT,194823009,Acute coronary insufficiency (disorder),1
SNOMEDCT,413844008,Chronic myocardial ischemia (disorder),1
SNOMEDCT,233823002,Silent myocardial ischemia (disorder),1
SNOMEDCT,413444003,Acute myocardial ischemia (disorder),1
SNOMEDCT,46109009,Subendocardial ischemia (disorder),1
SNOMEDCT,4557003,Preinfarction syndrome (disorder),1
SNOMEDCT,371806006,Progressive angina (disorder),1
SNOMEDCT,15960661000119107,Unstable angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft (disorder),1
SNOMEDCT,371808007,Recurrent angina status post percutaneous transluminal coronary angioplasty (disorder),1
SNOMEDCT,21470009,Syncope anginosa (disorder),1
