Coding System (GPRD_product_code),Codes,Description,Entity type,Category
GPRD_product_code,08611001,ESTRADIOL & (ESTRADIOL + DYDROGESTERONE) tabs 1mg + (1mg + 10mg),hormone replacement drugs,drug
GPRD_product_code,09353001,ESTRADIOL + LEVONORGESTREL - ONCE WEEKLY patch 50micrograms+7micrograms/24 hours,hormone replacement drugs,drug
GPRD_product_code,14034001,ESTRADIOL TWICE WEEKLY transdermal patch 50micrograms/24 hours,hormone replacement drugs,drug
GPRD_product_code,08732001,ETHINYLESTRADIOL + METHYLTESTOSTERONE tabs 4.4micrograms + 3.6mg,hormone replacement drugs,drug
GPRD_product_code,04662001,ESTROVIS tabs 4mg,hormone replacement drugs,drug
GPRD_product_code,05028001,ESTROPIPATE tabs 1.5mg,hormone replacement drugs,drug
GPRD_product_code,05837001,ESTRADIOL VALERATE & (ESTRADIOL VALERATE + NORGESTREL) tabs 2mg + (2mg + 500micrograms),hormone replacement drugs,drug
GPRD_product_code,14035001,ESTRADIOL TWICE WEEKLY transdermal patch 75micrograms/24 hours,hormone replacement drugs,drug
GPRD_product_code,04342001,ESTRADIOL VALERATE & (ESTRADIOL VALERATE + LEVONORGESTREL) tabs 2mg + (2mg + 75micrograms),hormone replacement drugs,drug
GPRD_product_code,07037002,ESTRADIOL TWICE WEEKLY transdermal patch 80micrograms/24 hours,hormone replacement drugs,drug
GPRD_product_code,04342002,ESTRADIOL VALERATE & (ESTRADIOL VALERATE + LEVONORGESTREL) tabs 1mg + (1mg + 250micrograms),hormone replacement drugs,drug
GPRD_product_code,08520001,ESTRADIOL VALERATE & (ESTRADIOL VALERATE + MEDROXYPROGESTERONE ACETATE) + PLACEBO tabs 2mg + (2mg + ,hormone replacement drugs,drug
GPRD_product_code,02374003,ESTRADIOL VALERATE & (ESTRADIOL VALERATE + NORETHISTERONE) tabs 2mg + 1mg,hormone replacement drugs,drug
GPRD_product_code,02374001,ESTRADIOL VALERATE & (ESTRADIOL VALERATE + NORETHISTERONE) tabs 1mg + (1mg + 1mg),hormone replacement drugs,drug
GPRD_product_code,02374002,ESTRADIOL VALERATE & (ESTRADIOL VALERATE + NORETHISTERONE) tabs 2mg + (2mg + 1 mg),hormone replacement drugs,drug
GPRD_product_code,08649001,ESTRADIOL VALERATE + MEDROXYPROGESTERONE ACETATE tabs,hormone replacement drugs,drug
GPRD_product_code,08129001,ESTRADIOL VALERATE + LEVONORGESTREL tabs 1mg + 250micrograms,hormone replacement drugs,drug
GPRD_product_code,08123001,ESTRADIOL VALERATE + NORETHISTERONE (continuous combined) tabs 1mg + 1mg,hormone replacement drugs,drug
GPRD_product_code,03255001,ESTRIOL tabs 250micrograms,hormone replacement drugs,drug
GPRD_product_code,08130001,ESTRADIOL VALERATE + LEVONORGESTREL tabs 2mg + 75micrograms,hormone replacement drugs,drug
GPRD_product_code,08649002,ESTRADIOL VALERATE + MEDROXYPROGESTERONE ACETATE tabs 1mg + 5mg,hormone replacement drugs,drug
GPRD_product_code,08649003,ESTRADIOL VALERATE + MEDROXYPROGESTERONE ACETATE tabs 1mg + 2.5mg,hormone replacement drugs,drug
GPRD_product_code,09382001,ESTRADIOL VALERATE + MEDROXYPROGESTERONE ACETATE tabs 2mg + 5mg,hormone replacement drugs,drug
GPRD_product_code,08133001,ESTRADIOL VALERATE + MEDROXYPROGESTERONE ACETATE tabs 2mg + 20mg,hormone replacement drugs,drug
GPRD_product_code,11087001,ESTRADIOL VALERATE + NORETHISTERONE (continuous combined) tabs 2mg + 0.7mg,hormone replacement drugs,drug
GPRD_product_code,03255002,ESTRIOL tabs 1mg,hormone replacement drugs,drug
GPRD_product_code,06303001,ESTRADIOL VALERATE tabs 1mg,hormone replacement drugs,drug
GPRD_product_code,08128001,ESTRADIOL VALERATE + NORGESTREL tabs 2mg + 500micrograms,hormone replacement drugs,drug
GPRD_product_code,08124001,ESTRADIOL VALERATE + NORETHISTERONE (continuous combined) tabs 2mg + 1mg,hormone replacement drugs,drug
GPRD_product_code,12953001,ESTRADOT patch 25 micrograms/24 hours (0.39mg/unit),hormone replacement drugs,drug
GPRD_product_code,05482001,ESTRAPAK 50 patch+tab 50mcg/24hours(4mg/unit) + 1mg,hormone replacement drugs,drug
GPRD_product_code,12957001,ESTRADOT patch 100 micrograms/24 hours (1.56mg/unit),hormone replacement drugs,drug
GPRD_product_code,06303002,ESTRADIOL VALERATE tabs 2mg,hormone replacement drugs,drug
GPRD_product_code,12956001,ESTRADOT patch 75 micrograms/24 hours (1.17mg/unit),hormone replacement drugs,drug
GPRD_product_code,12955001,ESTRADOT patch 50 micrograms/24 hours (0.78mg/unit),hormone replacement drugs,drug
GPRD_product_code,12954001,ESTRADOT patch 37.5micrograms/24hours (0.585mg/unit),hormone replacement drugs,drug
GPRD_product_code,00397009,ETHINYLESTRADIOL tabs 10micrograms [UCB],hormone replacement drugs,drug
GPRD_product_code,14268001,ETHINYLESTRADIOL caps,hormone replacement drugs,drug
GPRD_product_code,05481002,ESTRADIOL TWICE WEEKLY patch 100micrograms/24 hours (8mg/unit),hormone replacement drugs,drug
GPRD_product_code,01271001,MIXOGEN tabs,hormone replacement drugs,drug
GPRD_product_code,05483002,ESTRADERM TTS patch 50micrograms/24 hours (4mg/unit),hormone replacement drugs,drug
GPRD_product_code,09379001,FEMAPAK 40 treatment pack 40mcg/24 hours + 10mg,hormone replacement drugs,drug
GPRD_product_code,02799009,ETHINYLESTRADIOL tabs 10micrograms [CELLTECH],hormone replacement drugs,drug
GPRD_product_code,02006001,ETHINYLESTRADIOL tabs 10micrograms,hormone replacement drugs,drug
GPRD_product_code,11112002,EVOREL SEQUI patch 50mcg/24 hours (3.2mg/unit),hormone replacement drugs,drug
GPRD_product_code,00397011,ETHINYLESTRADIOL tabs 1mg [UCB],hormone replacement drugs,drug
GPRD_product_code,06421001,ETHINYLESTRADIOL tabs 1mg,hormone replacement drugs,drug
GPRD_product_code,08621001,EVISTA FC tab 60mg,hormone replacement drugs,drug
GPRD_product_code,12240001,ETHINYLESTRADIOL tabs 2micrograms,hormone replacement drugs,drug
GPRD_product_code,02006002,ETHINYLESTRADIOL tabs 20micrograms,hormone replacement drugs,drug
GPRD_product_code,00397010,ETHINYLESTRADIOL tabs 50micrograms [UCB],hormone replacement drugs,drug
GPRD_product_code,04828009,ETHINYLESTRADIOL tabs 2micrograms [UCB],hormone replacement drugs,drug
GPRD_product_code,11112001,EVOREL SEQUI patch,hormone replacement drugs,drug
GPRD_product_code,06926003,EVOREL -75 patch 75micrograms/24 hours(4.8mg/unit),hormone replacement drugs,drug
GPRD_product_code,06926001,EVOREL -50 patch 50mcg/24 hours (3.2mg/unit),hormone replacement drugs,drug
GPRD_product_code,07934001,EVOREL -100 patch 100mcg/24 hours (6.4mg/unit),hormone replacement drugs,drug
GPRD_product_code,06926002,EVOREL -25 patch 25mcg/24 hours (1.6mg/unit),hormone replacement drugs,drug
GPRD_product_code,07413001,EVOREL PAK treatment pack 50mcg/24hours(3.2mg/unit) + 1mg,hormone replacement drugs,drug
GPRD_product_code,11110001,EVOREL CONTI patch (50mcg + 170mcg)/24 hr,hormone replacement drugs,drug
GPRD_product_code,08610002,FEMOSTON tabs 2mg + 10mg,hormone replacement drugs,drug
GPRD_product_code,07317001,MESTRANOL + NORETHISTERONE tabs,hormone replacement drugs,drug
GPRD_product_code,08140001,FEMTAB tabs 1mg,hormone replacement drugs,drug
GPRD_product_code,08947001,FEMAPAK 80 treatment pack 80mcg/24 hours + 10mg,hormone replacement drugs,drug
GPRD_product_code,08610001,FEMOSTON tabs 1mg + 10mg,hormone replacement drugs,drug
GPRD_product_code,11792001,FEMOSTON CONTI tabs 1mg + 5mg,hormone replacement drugs,drug
GPRD_product_code,08945001,FEMATRIX 40 patch 40micrograms/24 hours (1.25mg/unit),hormone replacement drugs,drug
GPRD_product_code,08542001,FEMATRIX 80 patch 80mcg/24 hours (2.5mg/unit),hormone replacement drugs,drug
GPRD_product_code,09105001,FEMSEVEN 50 patch 50micrograms/24 hours(1.5mg/unit),hormone replacement drugs,drug
GPRD_product_code,08135001,FEMTAB SEQUI tabs,hormone replacement drugs,drug
GPRD_product_code,11672001,FEMSEVEN 100 patch 100mcg/24 hours (3.0mg/unit),hormone replacement drugs,drug
GPRD_product_code,08610003,FEMOSTON tabs 2mg + 20mg,hormone replacement drugs,drug
GPRD_product_code,11670001,FEMSEVEN 75 patch 75micrograms/24 hours (2.25mg/unit),hormone replacement drugs,drug
GPRD_product_code,08137001,FEMTAB CONTINUOUS tabs 2mg + 1mg,hormone replacement drugs,drug
GPRD_product_code,10678001,FEMSEVEN SEQUI patch,hormone replacement drugs,drug
GPRD_product_code,09354001,FEMSEVEN CONTI patch,hormone replacement drugs,drug
GPRD_product_code,00428001,HARMOGEN tabs 1.5mg,hormone replacement drugs,drug
GPRD_product_code,08134001,FEMTAB tabs 2mg,hormone replacement drugs,drug
GPRD_product_code,09381003,INDIVINA tabs 2mg + 5mg,hormone replacement drugs,drug
GPRD_product_code,03254001,HORMONIN tabs,hormone replacement drugs,drug
GPRD_product_code,09381001,INDIVINA tabs 1mg + 5mg,hormone replacement drugs,drug
GPRD_product_code,09381002,INDIVINA tabs 1mg + 2.5mg,hormone replacement drugs,drug
GPRD_product_code,09228001,IMPROVERA tabs 1.5mg + 10mg,hormone replacement drugs,drug
GPRD_product_code,06680001,LIVIAL tabs 2.5mg,hormone replacement drugs,drug
GPRD_product_code,10499001,MENORING 50 vaginal ring 50micrograms/24 hours(12.4mg/unit),hormone replacement drugs,drug
GPRD_product_code,10600001,KLIOVANCE tabs 1mg + 0.5mg,hormone replacement drugs,drug
GPRD_product_code,08576001,KLIOFEM tabs 2mg + 1mg,hormone replacement drugs,drug
GPRD_product_code,01102001,MENOPHASE tabs,hormone replacement drugs,drug
GPRD_product_code,08379003,MENOREST patch 75micrograms/24hours (6.57mg/unit),hormone replacement drugs,drug
GPRD_product_code,08379002,MENOREST patch 50micrograms/24 hours (4.33mg/unit),hormone replacement drugs,drug
GPRD_product_code,08379001,MENOREST patch 37.5micrograms/24 hours (3.29mg/unit),hormone replacement drugs,drug
GPRD_product_code,10530001,NOVOFEM tabs 1mg + (1mg + 1mg),hormone replacement drugs,drug
GPRD_product_code,10130001,PHYTO PROGESTERONE crm 1.5%,hormone replacement drugs,drug
