terminology,code,term,code_type
SNOMEDCT,196027008,Toxic bronchiolitis obliterans (disorder),1.0
SNOMEDCT,32544004,Chronic obliterative bronchiolitis caused by inhalation of chemical fumes AND/OR vapors (disorder),1.0
SNOMEDCT,40100001,Obliterative bronchiolitis (disorder),1.0
SNOMEDCT,77690003,Interstitial emphysema of lung (disorder),1.0
SNOMEDCT,135836000,End stage chronic obstructive airways disease (disorder),1.0
SNOMEDCT,13645005,Chronic obstructive lung disease (disorder),1.0
SNOMEDCT,185086009,Chronic obstructive bronchitis (disorder),1.0
SNOMEDCT,195949008,Chronic asthmatic bronchitis (disorder),1.0
SNOMEDCT,195959009,Zonal bullous emphysema (disorder),1.0
SNOMEDCT,196026004,Chronic emphysema caused by chemical fumes (disorder),1.0
SNOMEDCT,233672007,Byssinosis grade 3 (disorder),1.0
SNOMEDCT,233674008,Pulmonary emphysema in alpha-1 primary immunodeficiency deficiency (disorder),1.0
SNOMEDCT,266355005,Bullous emphysema with collapse (disorder),1.0
SNOMEDCT,266356006,Atrophic (senile) emphysema (disorder),1.0
SNOMEDCT,293991000000106,Very severe chronic obstructive pulmonary disease (disorder),1.0
SNOMEDCT,313297008,Moderate chronic obstructive pulmonary disease (disorder),1.0
SNOMEDCT,360470001,Chronic mucus hypersecretion (disorder),1.0
SNOMEDCT,45145000,Unilateral emphysema (situation),1.0
SNOMEDCT,61937009,Simple chronic bronchitis (disorder),1.0
SNOMEDCT,68328006,Centriacinar emphysema (disorder),1.0
SNOMEDCT,74417001,Mucopurulent chronic bronchitis (disorder),1.0
SNOMEDCT,87433001,Pulmonary emphysema (disorder),1.0
SNOMEDCT,89549007,Catarrhal bronchitis (disorder),1.0
SNOMEDCT,233673002,Drug-induced bronchiolitis obliterans (disorder),1.0
SNOMEDCT,10692761000119107,Asthma-chronic obstructive pulmonary disease overlap syndrome (disorder),1.0
SNOMEDCT,16003001,Giant bullous emphysema (disorder),1.0
SNOMEDCT,195953005,Mixed simple and mucopurulent chronic bronchitis (disorder),1.0
SNOMEDCT,195957006,Chronic bullous emphysema (disorder),1.0
SNOMEDCT,195958001,Segmental bullous emphysema (disorder),1.0
SNOMEDCT,195963002,Acute vesicular emphysema (disorder),1.0
SNOMEDCT,233675009,Toxic emphysema (disorder),1.0
SNOMEDCT,233677001,Scar emphysema (disorder),1.0
SNOMEDCT,313296004,Mild chronic obstructive pulmonary disease (disorder),1.0
SNOMEDCT,313299006,Severe chronic obstructive pulmonary disease (disorder),1.0
SNOMEDCT,49691004,Occupational bronchitis (disorder),1.0
SNOMEDCT,4981000,Panacinar emphysema (disorder),1.0
SNOMEDCT,52571006,Chronic tracheobronchitis (disorder),1.0
SNOMEDCT,63480004,Chronic bronchitis (disorder),1.0
SNOMEDCT,66987001,Congenital lobar emphysema (disorder),1.0
SNOMEDCT,84409004,Fetid chronic bronchitis (disorder),1.0
SNOMEDCT,866901000000103,Eosinophilic bronchitis (disorder),1.0
