Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,401 C,HYPERTENSION ESSENTIAL,res21: HT,diagnostic
OXMIS,4120A,ISCHAEMIC HEART DISEASE HYPERTENSIVE,res21: HT,diagnostic
OXMIS,401 A,HYPERTENSION,res21: HT,diagnostic
OXMIS,402 C,HYPERTENSION CONGESTIVE HEART FAILURE,res21: HT,diagnostic
OXMIS,403 AA,RENAL HYPERTENSIVE DISEASE,res21: HT,diagnostic
OXMIS,401 S,HYPERTENSION SYSTOLIC,res21: HT,diagnostic
OXMIS,401 LB,HYPERTENSION LABILE INTERMITTENT,res21: HT,diagnostic
OXMIS,3053HT,NEUROGENIC HYPERTENSION (SECONDARY),res21: HT,diagnostic
OXMIS,401 DC,HYPERTENSION DIASTOLIC,res21: HT,diagnostic
OXMIS,4130,ANGINA PECTORIS WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,4100N,MYOCARDIAL INFARCT WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,401 BM,HYPERTENSION ON TREATMENT,res21: HT,diagnostic
OXMIS,401 BN,HYPERTENSION BENIGN,res21: HT,diagnostic
OXMIS,4000,MALIGNANT HYPERTENSION,res21: HT,diagnostic
OXMIS,402,HYPERTENSIVE HEART DISEASE,res21: HT,diagnostic
OXMIS,401 AC,HYPERTENSION ACCELERATED,res21: HT,diagnostic
OXMIS,4130E,ANGINA EFFORT WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,401 AR,HYPERTENSION ARTERIOSCLEROTIC,res21: HT,diagnostic
OXMIS,4120M,MYOCARDIAL ISCHAEMIA WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,4360D,HYPERTENSIVE ENCEPHALOPATHY,res21: HT,diagnostic
OXMIS,4003,HYPERTENSIVE NEPHROPATHY,res21: HT,diagnostic
OXMIS,4370,CEREBRAL ISCHAEMIA HYPERTENSIVE,res21: HT,diagnostic
OXMIS,401 PA,HYPERTENSION PRIMARY,res21: HT,diagnostic
OXMIS,401 AT,HYPERTENSION ATHEROSCLEROTIC,res21: HT,diagnostic
OXMIS,403,RENAL HYPERTENSION,res21: HT,diagnostic
OXMIS,403 NC,HYPERTENSION IMPAIRED RENAL FUNCTION,res21: HT,diagnostic
OXMIS,4360A,CEREBROVASCULAR ACCIDENT WITH HYPERTENSI,res21: HT,diagnostic
OXMIS,4100T,THROMBOSIS CORONARY WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,401 EL,HYPERTENSION ARTERIAL SYSTEMIC,res21: HT,diagnostic
OXMIS,401,BENIGN HYPERTENSION,res21: HT,diagnostic
OXMIS,4360B,STROKE WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,401 E,HYPERTENSION ARTERIAL,res21: HT,diagnostic
OXMIS,4120,INSUFFICIENCY CORONARY HYPERTENSIVE,res21: HT,diagnostic
OXMIS,4310,HAEMORRHAGE INTRACEREBRAL WITH HYPERTENS,res21: HT,diagnostic
OXMIS,4100NA,MYOCARDIAL INFARCT ACUTE WITH HYPERTENSI,res21: HT,diagnostic
OXMIS,4300,SUBARACHNOID HAEMORRHAGE WITH HYPERTENSI,res21: HT,diagnostic
OXMIS,4140,ASYMPTOMATIC HYPERTENSIVE ISCHAEMIC HEAR,res21: HT,diagnostic
OXMIS,4380,CEREBROVASCULAR DISEASE WITH HYPERTENSIO,res21: HT,diagnostic
OXMIS,402 VH,VENTRICULAR HYPERTROPHY HYPERTENSIVE,res21: HT,diagnostic
OXMIS,4120CA,CORONARY ARTERY DISEASE WITH HYPERTENSIO,res21: HT,diagnostic
OXMIS,403 AH,RENOVASCULAR HYPERTENSION,res21: HT,diagnostic
OXMIS,4003AA,HYPERTENSIVE RENAL DISEASE,res21: HT,diagnostic
OXMIS,403 NF,HYPERTENSION RENAL INSUFFICIENCY,res21: HT,diagnostic
OXMIS,4419H,HYPERTENSION ANEURYSM AORTA,res21: HT,diagnostic
OXMIS,4330,CEREBRAL THROMBOSIS WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,4340CR,EMBOLISM INTRACRANIAL WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,4380HP,HEMIPLEGIA WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,4120BD,SYNDROME DRESSLER'S WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,4340,EMBOLISM CEREBRAL WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,403 NG,HYPERTENSIVE GLOMERULOSCLEROSIS,res21: HT,diagnostic
OXMIS,402 MF,MYOCARDIAL FIBROSIS WITH HYPERTENSION,res21: HT,diagnostic
OXMIS,401 P,HYPERTENSION ARTERIAL PRIMARY,res21: HT,diagnostic
Read,G201.00,Benign essential hypertension,res21: HT,diagnostic
Read,G20..00,Essential hypertension,res21: HT,diagnostic
Read,G2...00,Hypertensive disease,res21: HT,diagnostic
Read,G22..00,Hypertensive renal disease,res21: HT,diagnostic
Read,G24z000,Secondary renovascular hypertension NOS,res21: HT,diagnostic
Read,G202.00,Systolic hypertension,res21: HT,diagnostic
Read,G20z.11,Hypertension NOS,res21: HT,diagnostic
Read,G2z..00,Hypertensive disease NOS,res21: HT,diagnostic
Read,L120.00,Benign essential hypertension in pregnancy/childbirth/puerp,res21: HT,diagnostic
Read,G24..00,Secondary hypertension,res21: HT,diagnostic
Read,G20z.00,Essential hypertension NOS,res21: HT,diagnostic
Read,G2...11,BP - hypertensive disease,res21: HT,diagnostic
Read,G21z011,Cardiomegaly - hypertensive,res21: HT,diagnostic
Read,G233.00,Hypertensive heart and renal disease with renal failure,res21: HT,diagnostic
Read,G24z.00,Secondary hypertension NOS,res21: HT,diagnostic
Read,G22z.11,Renal hypertension,res21: HT,diagnostic
Read,G22z.00,Hypertensive renal disease NOS,res21: HT,diagnostic
Read,G200.00,Malignant essential hypertension,res21: HT,diagnostic
Read,G241000,Secondary benign renovascular hypertension,res21: HT,diagnostic
Read,G21zz00,Hypertensive heart disease NOS,res21: HT,diagnostic
Read,G232.00,Hypertensive heart&renal dis wth (congestive) heart failure,res21: HT,diagnostic
Read,G21..00,Hypertensive heart disease,res21: HT,diagnostic
Read,G2y..00,Other specified hypertensive disease,res21: HT,diagnostic
Read,G24zz00,Secondary hypertension NOS,res21: HT,diagnostic
Read,G21z.00,Hypertensive heart disease NOS,res21: HT,diagnostic
Read,G220.00,Malignant hypertensive renal disease,res21: HT,diagnostic
Read,L120z00,Benign essential hypertension in preg/childb/puerp NOS,res21: HT,diagnostic
Read,G222.00,Hypertensive renal disease with renal failure,res21: HT,diagnostic
