Coding System (Read),Codes,Description,Entity type,Category
Read,Eu53011,[X]Postnatal depression NOS,depression,diagnostic
Read,212S.00,Depression resolved,depression,diagnostic
Read,E112500,Single major depressive episode; partial or unspec remission,depression,diagnostic
Read,Eu32400,[X]Mild depression,depression,diagnostic
Read,9HA1.00,Removed from depression register,depression,diagnostic
Read,E112200,Single major depressive episode; moderate,depression,diagnostic
Read,E112.00,Single major depressive episode,depression,diagnostic
Read,E113600,Recurrent major depressive episodes; in full remission,depression,diagnostic
Read,E135.00,Agitated depression,depression,diagnostic
Read,E113500,Recurrent major depressive episodes;partial/unspec remission,depression,diagnostic
Read,E112600,Single major depressive episode; in full remission,depression,diagnostic
Read,Eu32y11,[X]Atypical depression,depression,diagnostic
Read,E113.00,Recurrent major depressive episode,depression,diagnostic
Read,E118.00,Seasonal affective disorder,depression,diagnostic
Read,E204.00,Neurotic depression reactive type,depression,diagnostic
Read,Eu33212,[X]Major depression; recurrent without psychotic symptoms,depression,diagnostic
Read,E113200,Recurrent major depressive episodes; moderate,depression,diagnostic
Read,Eu41200,[X]Mixed anxiety and depressive disorder,depression,diagnostic
Read,Eu33211,[X]Endogenous depression without psychotic symptoms,depression,diagnostic
Read,Eu32000,[X]Mild depressive episode,depression,diagnostic
Read,Eu34114,[X]Persistant anxiety depression,depression,diagnostic
Read,E112100,Single major depressive episode; mild,depression,diagnostic
Read,1B17.00,Depressed,depression,diagnostic
Read,E112300,Single major depressive episode; severe; without psychosis,depression,diagnostic
Read,E290.00,Brief depressive reaction,depression,diagnostic
Read,E291.00,Prolonged depressive reaction,depression,diagnostic
Read,Eu33.12,[X]Recurrent episodes of psychogenic depression,depression,diagnostic
Read,2257,O/E - depressed,depression,diagnostic
Read,Eu32.12,[X]Single episode of psychogenic depression,depression,diagnostic
Read,Eu3y111,[X]Recurrent brief depressive episodes,depression,diagnostic
Read,Eu32z00,[X]Depressive episode; unspecified,depression,diagnostic
Read,Eu32212,[X]Single episode major depression w'out psychotic symptoms,depression,diagnostic
Read,Eu33400,[X]Recurrent depressive disorder; currently in remission,depression,diagnostic
Read,E113300,Recurrent major depressive episodes; severe; no psychosis,depression,diagnostic
Read,E002100,Senile dementia with depression,depression,diagnostic
Read,E113z00,Recurrent major depressive episode NOS,depression,diagnostic
Read,Eu33100,[X]Recurrent depressive disorder; current episode moderate,depression,diagnostic
Read,E11y200,Atypical depressive disorder,depression,diagnostic
Read,E204.11,Postnatal depression,depression,diagnostic
Read,Eu32z13,[X]Prolonged single episode of reactive depression,depression,diagnostic
Read,E001300,Presenile dementia with depression,depression,diagnostic
Read,E113100,Recurrent major depressive episodes; mild,depression,diagnostic
Read,62T1.00,Puerperal depression,depression,diagnostic
Read,Eu33.14,[X]Seasonal depressive disorder,depression,diagnostic
Read,E113000,Recurrent major depressive episodes; unspecified,depression,diagnostic
Read,Eu33000,[X]Recurrent depressive disorder; current episode mild,depression,diagnostic
Read,E2B0.00,Postviral depression,depression,diagnostic
Read,Eu32213,[X]Single episode vital depression w'out psychotic symptoms,depression,diagnostic
Read,E112000,Single major depressive episode; unspecified,depression,diagnostic
Read,Eu92000,[X]Depressive conduct disorder,depression,diagnostic
