terminology,code,term,code_type
SNOMEDCT,429998004,Vascular dementia (disorder),1.0
SNOMEDCT,56267009,Multi-infarct dementia,1.0
SNOMEDCT,230286002,Subcortical vascular dementia,1.0
SNOMEDCT,230285003,Vascular dementia of acute onset,1.0
SNOMEDCT,191463004,Uncomplicated arteriosclerotic dementia,1.0
SNOMEDCT,191466007,Arteriosclerotic dementia with depression,1.0
SNOMEDCT,191464005,Arteriosclerotic dementia with delirium,1.0
SNOMEDCT,191465006,Arteriosclerotic dementia with paranoia,1.0
SNOMEDCT,16276361000119109,Vascular dementia without behavioral disturbance (disorder),1.0
SNOMEDCT,10349009,Multi-infarct dementia with delirium (disorder),1.0
SNOMEDCT,288631000119104,Vascular dementia with behavioral disturbance (disorder),1.0
SNOMEDCT,723123001,Ischemic vascular dementia (disorder),1.0
