Coding System (Read),Codes,Description,Entity type,Category
Read,C108.00,Insulin dependent diabetes mellitus,res56: Type 1 Diabetes,diagnostic
Read,C10E.00,Type 1 diabetes mellitus,res56: Type 1 Diabetes,diagnostic
Read,C10EL00,Type 1 diabetes mellitus with persistent microalbuminuria,res56: Type 1 Diabetes,diagnostic
Read,C108700,Insulin dependent diabetes mellitus with retinopathy,res56: Type 1 Diabetes,diagnostic
Read,C10ED00,Type 1 diabetes mellitus with nephropathy,res56: Type 1 Diabetes,diagnostic
Read,C108.13,Type I diabetes mellitus,res56: Type 1 Diabetes,diagnostic
Read,C108012,Type 1 diabetes mellitus with renal complications,res56: Type 1 Diabetes,diagnostic
Read,C108.12,Type 1 diabetes mellitus,res56: Type 1 Diabetes,diagnostic
Read,C10E500,Type 1 diabetes mellitus with ulcer,res56: Type 1 Diabetes,diagnostic
Read,C108.11,IDDM-Insulin dependent diabetes mellitus,res56: Type 1 Diabetes,diagnostic
Read,C10E700,Type 1 diabetes mellitus with retinopathy,res56: Type 1 Diabetes,diagnostic
Read,C10EP00,Type 1 diabetes mellitus with exudative maculopathy,res56: Type 1 Diabetes,diagnostic
Read,C108D11,Type I diabetes mellitus with nephropathy,res56: Type 1 Diabetes,diagnostic
Read,C10E312,Insulin dependent diabetes mellitus with multiple complicat,res56: Type 1 Diabetes,diagnostic
Read,C10EN11,Type I diabetes mellitus with ketoacidotic coma,res56: Type 1 Diabetes,diagnostic
Read,C108J00,Insulin dependent diab mell with neuropathic arthropathy,res56: Type 1 Diabetes,diagnostic
Read,C10EE00,Type 1 diabetes mellitus with hypoglycaemic coma,res56: Type 1 Diabetes,diagnostic
Read,C10EK00,Type 1 diabetes mellitus with persistent proteinuria,res56: Type 1 Diabetes,diagnostic
Read,C108500,Insulin dependent diabetes mellitus with ulcer,res56: Type 1 Diabetes,diagnostic
Read,C108E11,Type I diabetes mellitus with hypoglycaemic coma,res56: Type 1 Diabetes,diagnostic
Read,C10EN00,Type 1 diabetes mellitus with ketoacidotic coma,res56: Type 1 Diabetes,diagnostic
Read,C108C00,Insulin dependent diabetes mellitus with polyneuropathy,res56: Type 1 Diabetes,diagnostic
Read,C108712,Type 1 diabetes mellitus with retinopathy,res56: Type 1 Diabetes,diagnostic
Read,C108E00,Insulin dependent diabetes mellitus with hypoglycaemic coma,res56: Type 1 Diabetes,diagnostic
Read,C10E200,Type 1 diabetes mellitus with neurological complications,res56: Type 1 Diabetes,diagnostic
Read,C108F00,Insulin dependent diabetes mellitus with diabetic cataract,res56: Type 1 Diabetes,diagnostic
Read,C10E400,Unstable type 1 diabetes mellitus,res56: Type 1 Diabetes,diagnostic
