Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,4003,HYPERTENSIVE NEPHROPATHY,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4380,CEREBROVASCULAR DISEASE WITH HYPERTENSIO,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4370,CEREBRAL ISCHAEMIA HYPERTENSIVE,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4120M,MYOCARDIAL ISCHAEMIA WITH HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4300,SUBARACHNOID HAEMORRHAGE WITH HYPERTENSI,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 E,HYPERTENSION ARTERIAL,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,403 NF,HYPERTENSION RENAL INSUFFICIENCY,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4000,MALIGNANT HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4100T,THROMBOSIS CORONARY WITH HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4120,INSUFFICIENCY CORONARY HYPERTENSIVE,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4340CR,EMBOLISM INTRACRANIAL WITH HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4419H,HYPERTENSION ANEURYSM AORTA,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4340,EMBOLISM CEREBRAL WITH HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 EL,HYPERTENSION ARTERIAL SYSTEMIC,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4120CA,CORONARY ARTERY DISEASE WITH HYPERTENSIO,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401,BENIGN HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,3053HT,NEUROGENIC HYPERTENSION (SECONDARY),res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,403 NG,HYPERTENSIVE GLOMERULOSCLEROSIS,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,402 C,HYPERTENSION CONGESTIVE HEART FAILURE,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,403,RENAL HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 BE,RETINOPATHY HYPERTENSIVE EXUDATES,res43: ht_kontopantelis_bmjqs2012,symptom
OXMIS,401 AR,HYPERTENSION ARTERIOSCLEROTIC,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,402 MF,MYOCARDIAL FIBROSIS WITH HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4120A,ISCHAEMIC HEART DISEASE HYPERTENSIVE,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,403 NC,HYPERTENSION IMPAIRED RENAL FUNCTION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4120BD,SYNDROME DRESSLER'S WITH HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,402 VH,VENTRICULAR HYPERTROPHY HYPERTENSIVE,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,403 AH,RENOVASCULAR HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 P,HYPERTENSION ARTERIAL PRIMARY,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4003AA,HYPERTENSIVE RENAL DISEASE,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 NC,HYPERTENSION NECROTIZING STAGES,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 AT,HYPERTENSION ATHEROSCLEROTIC,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 PA,HYPERTENSION PRIMARY,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 BH,RETINOPATHY HYPERTENSIVE HAEMORRHAGE,res43: ht_kontopantelis_bmjqs2012,symptom
OXMIS,Y0601JA,HYPERTENSION CLINIC ATTENDANCE,res43: ht_kontopantelis_bmjqs2012,test
OXMIS,403 AA,RENAL HYPERTENSIVE DISEASE,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4330,CEREBRAL THROMBOSIS WITH HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4310,HAEMORRHAGE INTRACEREBRAL WITH HYPERTENS,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 R,HYPERTENSION CRISIS,res43: ht_kontopantelis_bmjqs2012,symptom
OXMIS,4360B,STROKE WITH HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 BN,HYPERTENSION BENIGN,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 A,HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,L0010EM,REFERRED TO HYPERTENSION CLINIC,res43: ht_kontopantelis_bmjqs2012,test
OXMIS,401 C,HYPERTENSION ESSENTIAL,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4360A,CEREBROVASCULAR ACCIDENT WITH HYPERTENSI,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4130E,ANGINA EFFORT WITH HYPERTENSION,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 DC,HYPERTENSION DIASTOLIC,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4100NA,MYOCARDIAL INFARCT ACUTE WITH HYPERTENSI,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 LB,HYPERTENSION LABILE INTERMITTENT,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 BM,HYPERTENSION ON TREATMENT,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,4360D,HYPERTENSIVE ENCEPHALOPATHY,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 AC,HYPERTENSION ACCELERATED,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,401 S,HYPERTENSION SYSTOLIC,res43: ht_kontopantelis_bmjqs2012,diagnostic
OXMIS,Y060 JA,HYPERTENSION CLINIC,res43: ht_kontopantelis_bmjqs2012,test
