Coding System (Read),Codes,Description,Entity type,Category
Read,U291.00,[X]Intent self harm by sharp object occ resident instit'n,res41: Self-harm,diagnostic
Read,U20A000,"[X]Intent self pois organ solvent,halogen hydrocarb, home",res41: Self-harm,diagnostic
Read,U2...15,[X]Para-suicide,res41: Self-harm,diagnostic
Read,TKxz.00,Suicide and selfinflicted injury by other means NOS,res41: Self-harm,diagnostic
Read,TK3z.00,Suicide + selfinflicted inj by hang/strangle/suffocate NOS,res41: Self-harm,diagnostic
Read,TK3y.00,Suicide + selfinflicted inj oth mean hang/strangle/suffocate,res41: Self-harm,diagnostic
Read,TK31.00,Suicide + selfinflicted injury by suffocation by plastic bag,res41: Self-harm,diagnostic
Read,TK1y.00,Suicide and selfinflicted poisoning by other utility gas,res41: Self-harm,diagnostic
Read,TK1..00,Suicide + selfinflicted poisoning by gases in domestic use,res41: Self-harm,diagnostic
Read,TK0z.00,Suicide + selfinflicted poisoning by solid/liquid subst NOS,res41: Self-harm,diagnostic
Read,TK21.00,Suicide and selfinflicted poisoning by other carbon monoxide,res41: Self-harm,diagnostic
Read,TK30.00,Suicide and selfinflicted injury by hanging,res41: Self-harm,diagnostic
Read,TK3..00,Suicide + selfinflicted injury by hang/strangulate/suffocate,res41: Self-harm,diagnostic
Read,TK2z.00,Suicide + selfinflicted poisoning by gases and vapours NOS,res41: Self-harm,diagnostic
Read,U2...14,[X]Attempted suicide,res41: Self-harm,diagnostic
Read,TKy..00,Late effects of selfinflicted injury,res41: Self-harm,diagnostic
Read,TK54.00,Suicide and selfinflicted injury by other firearm,res41: Self-harm,diagnostic
Read,TKxy.00,Suicide and selfinflicted injury by other specified means,res41: Self-harm,diagnostic
Read,TK70.00,Suicide+selfinflicted injury-jump from residential premises,res41: Self-harm,diagnostic
Read,TK52.00,Suicide and selfinflicted injury by hunting rifle,res41: Self-harm,diagnostic
Read,TK51.00,Suicide and selfinflicted injury by shotgun,res41: Self-harm,diagnostic
Read,TK4..00,Suicide and selfinflicted injury by drowning,res41: Self-harm,diagnostic
Read,TK5..00,Suicide and selfinflicted injury by firearms and explosives,res41: Self-harm,diagnostic
Read,TK60.00,Suicide and selfinflicted injury by cutting,res41: Self-harm,diagnostic
Read,TK7..00,Suicide and selfinflicted injury by jumping from high place,res41: Self-harm,diagnostic
Read,TK6..00,Suicide and selfinflicted injury by cutting and stabbing,res41: Self-harm,diagnostic
