Coding System (GPRD_product_code),Codes,Description,Entity type,Category
GPRD_product_code,03995001,LITHIUM CARBONATE mr tab 200mg,SMI drugs,drug
GPRD_product_code,02465001,LITAREX CR tablets 564mg,SMI drugs,drug
GPRD_product_code,02294002,LI-LIQUID soln 1.018g/5ml,SMI drugs,drug
GPRD_product_code,00782002,PRIADEL tabs 400mg,SMI drugs,drug
GPRD_product_code,00782001,PRIADEL tabs 200mg,SMI drugs,drug
GPRD_product_code,00141001,CAMCOLIT 250 tabs,SMI drugs,drug
GPRD_product_code,00534001,LISKONUM tabs 450mg,SMI drugs,drug
GPRD_product_code,01185001,CAMCOLIT 400 tabs,SMI drugs,drug
GPRD_product_code,02294001,LI-LIQUID soln 509mg/5ml,SMI drugs,drug
GPRD_product_code,02283001,LITHIUM CITRATE oral liq 1.018g/5ml,SMI drugs,drug
GPRD_product_code,02020009,LITHIUM CARBONATE mr tab 400mg [APS],SMI drugs,drug
GPRD_product_code,03998001,PHASAL tabs 300mg,SMI drugs,drug
GPRD_product_code,03995002,LITHIUM CARBONATE tabs 250mg,SMI drugs,drug
GPRD_product_code,03997001,LITHIUM CARBONATE mr tab 450mg,SMI drugs,drug
GPRD_product_code,03996001,LITHIUM CARBONATE mr tab 400mg,SMI drugs,drug
GPRD_product_code,03995003,LITHIUM CARBONATE mr tab 300mg,SMI drugs,drug
GPRD_product_code,03999003,LITHIUM CITRATE oral liq 509mg/5ml,SMI drugs,drug
GPRD_product_code,03999002,LITHIUM CITRATE sf liq 520mg/5ml,SMI drugs,drug
GPRD_product_code,03999001,LITHIUM CITRATE mr tab 564mg,SMI drugs,drug
GPRD_product_code,06587001,PRIADEL liq 520mg/5ml,SMI drugs,drug
GPRD_product_code,03134007,LITHIUM 10.8 MMOLS/5MLS LIQ,SMI drugs,drug
GPRD_product_code,02325007,LITHIUM 250 MG CAP,SMI drugs,drug
GPRD_product_code,07457001,LITHONATE sr tab 400mg,SMI drugs,drug
