Coding System (Read),Codes,Description,Entity type,Category
Read,G580.13,Right ventricular failure,res25: P5_heart_failure,diagnostic
Read,G580.12,Right heart failure,res25: P5_heart_failure,diagnostic
Read,G580.11,Congestive cardiac failure,res25: P5_heart_failure,diagnostic
Read,G1yz100,Rheumatic left ventricular failure,res25: P5_heart_failure,diagnostic
Read,G580.00,Congestive heart failure,res25: P5_heart_failure,diagnostic
Read,G58..11,Cardiac failure,res25: P5_heart_failure,diagnostic
Read,G58..00,Heart failure,res25: P5_heart_failure,diagnostic
Read,G580000,Acute congestive heart failure,res25: P5_heart_failure,diagnostic
Read,G580.14,Biventricular failure,res25: P5_heart_failure,diagnostic
Read,G581.13,Impaired left ventricular function,res25: P5_heart_failure,diagnostic
Read,G580200,Decompensated cardiac failure,res25: P5_heart_failure,diagnostic
Read,G580100,Chronic congestive heart failure,res25: P5_heart_failure,diagnostic
Read,G581.12,Pulmonary oedema - acute,res25: P5_heart_failure,diagnostic
Read,G580400,Congestive heart failure due to valvular disease,res25: P5_heart_failure,diagnostic
Read,G580300,Compensated cardiac failure,res25: P5_heart_failure,diagnostic
Read,G581.11,Asthma - cardiac,res25: P5_heart_failure,diagnostic
Read,G581.00,Left ventricular failure,res25: P5_heart_failure,diagnostic
Read,G58z.12,Cardiac failure NOS,res25: P5_heart_failure,diagnostic
Read,G581000,Acute left ventricular failure,res25: P5_heart_failure,diagnostic
Read,G583.11,HFNEF - heart failure with normal ejection fraction,res25: P5_heart_failure,diagnostic
Read,G583.00,Heart failure with normal ejection fraction,res25: P5_heart_failure,diagnostic
Read,G582.00,Acute heart failure,res25: P5_heart_failure,diagnostic
Read,G58z.11,Weak heart,res25: P5_heart_failure,diagnostic
Read,G583.12,Heart failure with preserved ejection fraction,res25: P5_heart_failure,diagnostic
Read,G58z.00,Heart failure NOS,res25: P5_heart_failure,diagnostic
Read,G584.00,Right ventricular failure,res25: P5_heart_failure,diagnostic
