Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,L3230T,CERVICAL SMEAR TAKEN,res22: screen_cervical,test
OXMIS,L9160NG,PAP SMEAR NEGATIVE,res22: screen_cervical,test
OXMIS,L9161AC,CERVICAL SMEAR ABNORMAL,res22: screen_cervical,test
OXMIS,L9162,CERVICAL SMEAR,res22: screen_cervical,test
OXMIS,L9162PJ,CARCINOMA IN SITU - CERVICAL SMEAR,res22: screen_cervical,test
OXMIS,L9162PQ,CERVICAL SMEAR CIN II,res22: screen_cervical,test
OXMIS,L9162PP,CERVICAL SMEAR CIN I,res22: screen_cervical,test
OXMIS,L9162N,NEGATIVE - CERVICAL SMEAR,res22: screen_cervical,test
OXMIS,L9162BA,SMEAR INFLAMED,res22: screen_cervical,test
OXMIS,9O89.11,SMEAR ABNORMAL - PT. NOTIFIED,res22: screen_cervical,test
OXMIS,9O89.00,SMEAR ABNORMAL - PATIENT TOLD,res22: screen_cervical,test
OXMIS,L9160,PAP SMEAR EXAMINATION,res22: screen_cervical,test
Read,9O8R.00,Smear normal - pt. notified,res22: screen_cervical,test
Read,4149.00,Cervical cytology sample sent to laboratory,res22: screen_cervical,test
Read,4K2..12,Dysplasia (dysk.)on cerv.smear,res22: screen_cervical,test
Read,4K22.11,Smear NAD: no endocervic cells,res22: screen_cervical,test
Read,4K24.00,Cerv.smear: severe dyskaryosis,res22: screen_cervical,test
Read,4K26.00,Cervical smear: ? gland neopl.,res22: screen_cervical,test
Read,4K28.00,Cerv.smear: mod.dyskaryosis,res22: screen_cervical,test
Read,4K29.00,Cerv.smear: borderline changes,res22: screen_cervical,test
Read,4K2A.00,Cervical smear endocervical cells present,res22: screen_cervical,test
Read,4K2C.00,Smear NAD - no endocervical cells,res22: screen_cervical,test
Read,4K2D.00,Cervical smear transformation zone cells present,res22: screen_cervical,test
Read,4K2E.00,Cervical smear transformation zone cells absent,res22: screen_cervical,test
Read,4K2Z.00,Cervical smear result NOS,res22: screen_cervical,test
Read,4K2Z.11,Nuclear abnormality on smear,res22: screen_cervical,test
Read,4K3..00,Cervical smear - inflam.change,res22: screen_cervical,test
Read,4K32.00,Cervical smear-severe inflamm.,res22: screen_cervical,test
Read,4K35.00,Cerv.smear - viral infl.unsp.,res22: screen_cervical,test
Read,4K36.00,Cervical smear - wart virus,res22: screen_cervical,test
