Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,3811D,OTITIS MEDIA CHRONIC SUPPURATIVE,cold,diagnostic
OXMIS,3811AT,OTITIS MEDIA CATARRHAL,cold,diagnostic
OXMIS,3811AR,RECURRENT OTITIS MEDIA,cold,diagnostic
OXMIS,0340T,TONSILLITIS STREPTOCOCCAL,cold,diagnostic
OXMIS,0340BT,STREPTOCOCCAL TONSILLITIS PROVEN,cold,diagnostic
OXMIS,101 TN,VINCENT'S TONSILLITIS,cold,diagnostic
OXMIS,3811A,OTITIS MEDIA CHRONIC,cold,diagnostic
OXMIS,3810TP,OTITIS ACUTE SUPPURATIVE,cold,diagnostic
OXMIS,3810MR,OTITIS MEDIA ACUTE RIGHT,cold,diagnostic
OXMIS,3810ML,OTITIS MEDIA ACUTE LEFT,cold,diagnostic
OXMIS,3810,OTITIS MEDIA ACUTE,cold,diagnostic
OXMIS,3810AE,ABSCESS EAR,cold,diagnostic
OXMIS,3811E,OTITIS MEDIA BILATERAL SUPPURATIVE,cold,diagnostic
OXMIS,463 B,FOLLICULAR TONSILLITIS,cold,diagnostic
OXMIS,3819DC,EAR DISCHARGING,cold,diagnostic
OXMIS,3819NC,OTITIS CHRONIC SEROUS UNILATERAL,cold,diagnostic
OXMIS,3819NB,OTITIS CHRONIC SEROUS BILATERAL,cold,diagnostic
OXMIS,3819,OTITIS MEDIA,cold,diagnostic
OXMIS,3811TR,SECRETORY OTITIS MEDIA,cold,diagnostic
OXMIS,3819E,OTITIS MEDIA BILATERAL,cold,diagnostic
OXMIS,3819N,OTITIS,cold,diagnostic
OXMIS,3819MR,MYRINGITIS,cold,diagnostic
OXMIS,3819MP,SUPPURATIVE OTITIS MEDIA,cold,diagnostic
OXMIS,460 AB,COLD FEBRILE,cold,diagnostic
OXMIS,460 A,COMMON COLD FEBRILE,cold,diagnostic
OXMIS,3819TH,HAEMOTYMPANUM,cold,diagnostic
OXMIS,3819RH,OTORRHOEA,cold,diagnostic
OXMIS,463 AP,PHARYNGO TONSILLITIS,cold,diagnostic
OXMIS,3829,OTITIS MEDIA WITH MASTOIDITIS,cold,diagnostic
OXMIS,3819TM,TYMPANITIS,cold,diagnostic
