Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,4130,ANGINA PECTORIS WITH HYPERTENSION,coronary heart disease,diagnostic
OXMIS,4119B,ISCHAEMIC HEART DISEASE SUBACUTE,coronary heart disease,diagnostic
OXMIS,4139M,SYNDROME ANGINAL,coronary heart disease,diagnostic
OXMIS,4129N,ISCHAEMIC HEART DISEASE ASYMPTOMATIC,coronary heart disease,diagnostic
OXMIS,4139PA,ANGINA INVERSA,coronary heart disease,diagnostic
OXMIS,4149,ASYMPTOMATIC ISCHAEMIC HEART DISEASE,coronary heart disease,diagnostic
OXMIS,4139AT,ANGINA ATYPICAL,coronary heart disease,diagnostic
OXMIS,4120A,ISCHAEMIC HEART DISEASE HYPERTENSIVE,coronary heart disease,diagnostic
OXMIS,4139N,ANGINA,coronary heart disease,diagnostic
OXMIS,4130E,ANGINA EFFORT WITH HYPERTENSION,coronary heart disease,diagnostic
OXMIS,4139E,ANGINA EFFORT,coronary heart disease,diagnostic
OXMIS,4129AN,ISCHAEMIC HEART DISEASE,coronary heart disease,diagnostic
OXMIS,4139AA,ANGINA ATTACK,coronary heart disease,diagnostic
OXMIS,4139,ANGINA PECTORIS,coronary heart disease,diagnostic
OXMIS,4139CO,ANGINA CRESCENDO,coronary heart disease,diagnostic
OXMIS,4139C,CARDIAC ANGINA,coronary heart disease,diagnostic
OXMIS,4129,ISCHAEMIC HEART DISEASE CHRONIC,coronary heart disease,diagnostic
OXMIS,4139U,UNSTABLE ANGINA,coronary heart disease,diagnostic
Read,G31y.00,Other acute and subacute ischaemic heart disease,coronary heart disease,diagnostic
Read,G311.12,Impending infarction,coronary heart disease,diagnostic
Read,G30X.00,Acute transmural myocardial infarction of unspecif site,coronary heart disease,diagnostic
Read,G30..12,Coronary thrombosis,coronary heart disease,diagnostic
Read,G30A.00,Mural thrombosis,coronary heart disease,diagnostic
Read,G30y000,Acute atrial infarction,coronary heart disease,diagnostic
Read,G361.00,Atrial septal defect/curr comp folow acut myocardal infarct,coronary heart disease,diagnostic
Read,G33z000,Status anginosus,coronary heart disease,diagnostic
Read,G33..00,Angina pectoris,coronary heart disease,diagnostic
Read,G308.00,Inferior myocardial infarction NOS,coronary heart disease,diagnostic
Read,G362.00,Ventric septal defect/curr comp fol acut myocardal infarctn,coronary heart disease,diagnostic
Read,G30..13,Cardiac rupture following myocardial infarction (MI),coronary heart disease,diagnostic
Read,Gyu3200,[X]Other forms of acute ischaemic heart disease,coronary heart disease,diagnostic
Read,G304.00,Posterior myocardial infarction NOS,coronary heart disease,diagnostic
Read,G307.00,Acute subendocardial infarction,coronary heart disease,diagnostic
Read,G330.00,Angina decubitus,coronary heart disease,diagnostic
Read,G30y200,Acute septal infarction,coronary heart disease,diagnostic
Read,G31yz00,Other acute and subacute ischaemic heart disease NOS,coronary heart disease,diagnostic
Read,G31y100,Microinfarction of heart,coronary heart disease,diagnostic
Read,G33z400,Ischaemic chest pain,coronary heart disease,diagnostic
Read,G366.00,Thrombosis atrium;auric append&vent/curr comp foll acute MI,coronary heart disease,diagnostic
Read,G340.12,Coronary artery disease,coronary heart disease,diagnostic
Read,G30..11,Attack - heart,coronary heart disease,diagnostic
Read,G34..00,Other chronic ischaemic heart disease,coronary heart disease,diagnostic
Read,G311100,Unstable angina,coronary heart disease,diagnostic
Read,G311.00,Preinfarction syndrome,coronary heart disease,diagnostic
Read,G312.00,Coronary thrombosis not resulting in myocardial infarction,coronary heart disease,diagnostic
Read,G33z500,Post infarct angina,coronary heart disease,diagnostic
Read,G31y000,Acute coronary insufficiency,coronary heart disease,diagnostic
Read,G331.11,Variant angina pectoris,coronary heart disease,diagnostic
Read,G305.00,Lateral myocardial infarction NOS,coronary heart disease,diagnostic
Read,G34y100,Chronic myocardial ischaemia,coronary heart disease,diagnostic
Read,G340.11,Triple vessel disease of the heart,coronary heart disease,diagnostic
Read,G340000,Single coronary vessel disease,coronary heart disease,diagnostic
Read,G343.00,Ischaemic cardiomyopathy,coronary heart disease,diagnostic
Read,G35..00,Subsequent myocardial infarction,coronary heart disease,diagnostic
Read,Gyu3300,[X]Other forms of chronic ischaemic heart disease,coronary heart disease,diagnostic
Read,G360.00,Haemopericardium/current comp folow acut myocard infarct,coronary heart disease,diagnostic
Read,G331.00,Prinzmetal's angina,coronary heart disease,diagnostic
Read,G351.00,Subsequent myocardial infarction of inferior wall,coronary heart disease,diagnostic
Read,662K300,Angina control - worsening,coronary heart disease,diagnostic
Read,G311000,Myocardial infarction aborted,coronary heart disease,diagnostic
Read,G33z300,Angina on effort,coronary heart disease,diagnostic
Read,G34y.00,Other specified chronic ischaemic heart disease,coronary heart disease,diagnostic
Read,G342.00,Atherosclerotic cardiovascular disease,coronary heart disease,diagnostic
Read,G36..00,Certain current complication follow acute myocardial infarct,coronary heart disease,diagnostic
Read,662K100,Angina control - poor,coronary heart disease,diagnostic
Read,G365.00,Rupture papillary muscle/curr comp fol acute myocard infarct,coronary heart disease,diagnostic
