Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,7920,Saphenous vein graft replacement of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7920000,Saphenous vein graft replacement of one coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7920100,Saphenous vein graft replacement of two coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7920.11,Saphenous vein graft bypass of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7920200,Saphenous vein graft replacement of three coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7920300,Saphenous vein graft replacement of four+ coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7921,Other autograft replacement of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7921000,Autograft replacement of one coronary artery NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7921100,Autograft replacement of two coronary arteries NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7921.11,Other autograft bypass of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7921200,Autograft replacement of three coronary arteries NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7921300,Autograft replacement of four of more coronary arteries NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7922,Allograft replacement of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7922000,Allograft replacement of one coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7922100,Allograft replacement of two coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7922.11,Allograft bypass of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7922200,Allograft replacement of three coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7922300,Allograft replacement of four or more coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7923,Prosthetic replacement of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7923000,Prosthetic replacement of one coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7923100,Prosthetic replacement of two coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7923.11,Prosthetic bypass of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7923200,Prosthetic replacement of three coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7923300,Prosthetic replacement of four or more coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7924,Revision of bypass for coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7924000,Revision of bypass for one coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7924100,Revision of bypass for two coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7924200,Revision of bypass for three coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7924300,Revision of bypass for four or more coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7924400,Revision of connection of thoracic artery to coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7924500,Revision of implantation of thoracic artery into heart,res15: Coronary revascularisation,diagnostic
OXMIS,7925,Connection of mammary artery to coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7925000,Double anastomosis of mammary arteries to coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7925011,LIMA sequential anastomosis,res15: Coronary revascularisation,diagnostic
OXMIS,7925012,RIMA sequential anastomosis,res15: Coronary revascularisation,diagnostic
OXMIS,7925100,Double implant of mammary arteries into coronary arteries,res15: Coronary revascularisation,diagnostic
OXMIS,7925.11,Creation of bypass from mammary artery to coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7925200,Single anast mammary art to left ant descend coronary art,res15: Coronary revascularisation,diagnostic
OXMIS,7925300,Single anastomosis of mammary artery to coronary artery NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7925311,LIMA single anastomosis,res15: Coronary revascularisation,diagnostic
OXMIS,7925312,RIMA single anastomosis,res15: Coronary revascularisation,diagnostic
OXMIS,7925400,Single implantation of mammary artery into coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7926,Connection of other thoracic artery to coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7926000,Double anastom thoracic arteries to coronary arteries NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7926100,Double implant thoracic arteries into coronary arteries NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7926200,Single anastomosis of thoracic artery to coronary artery NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7926300,Single implantation thoracic artery into coronary artery NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7927,Other open operations on coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7927300,Transposition of coronary artery NEC,res15: Coronary revascularisation,diagnostic
OXMIS,7927400,Exploration of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7927500,Open angioplasty of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7928,Transluminal balloon angioplasty of coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7928000,Percut transluminal balloon angioplasty one coronary artery,res15: Coronary revascularisation,diagnostic
OXMIS,7928100,Percut translum balloon angioplasty mult coronary arteries,res15: Coronary revascularisation,diagnostic
