Coding System (Read),Codes,Description,Entity type,Category
Read,7927500,Open angioplasty of coronary artery,res24: comorbidities,diagnostic
Read,G340.00,Coronary atherosclerosis,res24: comorbidities,diagnostic
Read,G301.00,Other specified anterior myocardial infarction,res24: comorbidities,diagnostic
Read,G340100,Double coronary vessel disease,res24: comorbidities,diagnostic
Read,ZV45K00,[V]Presence of coronary artery bypass graft,res24: comorbidities,diagnostic
Read,792Cz00,Replacement of coronary artery NOS,res24: comorbidities,diagnostic
Read,G30..00,Acute myocardial infarction,res24: comorbidities,diagnostic
Read,G32..00,Old myocardial infarction,res24: comorbidities,diagnostic
Read,G340000,Single coronary vessel disease,res24: comorbidities,diagnostic
Read,G33..00,Angina pectoris,res24: comorbidities,diagnostic
Read,14B4.00,H/O: asthma,res24: comorbidities,diagnostic
Read,G33z300,Angina on effort,res24: comorbidities,diagnostic
Read,F423600,Amaurosis fugax,res24: comorbidities,diagnostic
Read,G307.00,Acute subendocardial infarction,res24: comorbidities,diagnostic
Read,G308.00,Inferior myocardial infarction NOS,res24: comorbidities,diagnostic
Read,G3z..00,Ischaemic heart disease NOS,res24: comorbidities,diagnostic
Read,792Dy00,Other specified other bypass of coronary artery,res24: comorbidities,diagnostic
Read,7928,Transluminal balloon angioplasty of coronary artery,res24: comorbidities,diagnostic
Read,G3y..00,Other specified ischaemic heart disease,res24: comorbidities,diagnostic
Read,ZV45L00,[V]Status following coronary angioplasty NOS,res24: comorbidities,diagnostic
Read,792z.00,Coronary artery operations NOS,res24: comorbidities,diagnostic
Read,14AN.00,H/O: atrial fibrillation,res24: comorbidities,diagnostic
Read,14A5.00,H/O: angina pectoris,res24: comorbidities,diagnostic
Read,173A.00,Exercise induced asthma,res24: comorbidities,diagnostic
Read,7929y00,Other therapeutic transluminal op on coronary artery OS,res24: comorbidities,diagnostic
Read,792..00,Coronary artery operations,res24: comorbidities,diagnostic
Read,G307100,Acute non-ST segment elevation myocardial infarction,res24: comorbidities,diagnostic
Read,323..00,ECG: myocardial infarction,res24: comorbidities,diagnostic
Read,7920y00,Saphenous vein graft replacement of coronary artery OS,res24: comorbidities,diagnostic
Read,G311100,Unstable angina,res24: comorbidities,diagnostic
Read,G33z200,Syncope anginosa,res24: comorbidities,diagnostic
Read,G343.00,Ischaemic cardiomyopathy,res24: comorbidities,diagnostic
Read,7920100,Saphenous vein graft replacement of two coronary arteries,res24: comorbidities,diagnostic
Read,7921z00,Other autograft replacement of coronary artery NOS,res24: comorbidities,diagnostic
Read,7921200,Autograft replacement of three coronary arteries NEC,res24: comorbidities,diagnostic
Read,7920000,Saphenous vein graft replacement of one coronary artery,res24: comorbidities,diagnostic
Read,G31y000,Acute coronary insufficiency,res24: comorbidities,diagnostic
Read,K0C0.00,Analgesic nephropathy,res24: comorbidities,diagnostic
Read,322..00,ECG: myocardial ischaemia,res24: comorbidities,diagnostic
Read,7929400,Insertion of coronary artery stent,res24: comorbidities,diagnostic
Read,G302.00,Acute inferolateral infarction,res24: comorbidities,diagnostic
Read,G31y.00,Other acute and subacute ischaemic heart disease,res24: comorbidities,diagnostic
Read,G33z500,Post infarct angina,res24: comorbidities,diagnostic
Read,G307000,Acute non-Q wave infarction,res24: comorbidities,diagnostic
Read,7921,Other autograft replacement of coronary artery,res24: comorbidities,diagnostic
Read,G30yz00,Other acute myocardial infarction NOS,res24: comorbidities,diagnostic
Read,792B000,Endarterectomy of coronary artery NEC,res24: comorbidities,diagnostic
Read,G300.00,Acute anterolateral infarction,res24: comorbidities,diagnostic
