Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,250 H,COMA DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 HC,HYPOGLYCAEMIC COMA DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 AL,MATURITY ONSET DIABETES(MELLITUS) NON-IN,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
OXMIS,250 AD,DIABETES MELLITUS INSULIN DEPENDANT,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
OXMIS,250 AA,NIDDM (NON-INSULIN DEPENDENT DIABETES),res43: diabetes_kontopantelis_bmjqs2012,diagnostic
OXMIS,250 AN,DIABETES,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
OXMIS,L0010EI,REFERRED TO DIABETIC CLINIC,res43: diabetes_kontopantelis_bmjqs2012,symptom
OXMIS,L0010AI,SEEN IN DIABETIC CLINIC,res43: diabetes_kontopantelis_bmjqs2012,symptom
OXMIS,250 DC,DIETARY CONTROL DIABETES,res43: diabetes_kontopantelis_bmjqs2012,symptom
OXMIS,L2500GC,DIABETES - GOOD CONTROL,res43: diabetes_kontopantelis_bmjqs2012,symptom
OXMIS,250 NT,UNSTABLE DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
OXMIS,250 PG,DIABETES PREGNANCY,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
OXMIS,250 A,SUGAR DIABETES,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
OXMIS,250 AK,MATURITY ONSET DIABETES MELLITUS INSULIN,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
OXMIS,250 AM,MATURITY ONSET DIABETES (MELLITUS),res43: diabetes_kontopantelis_bmjqs2012,diagnostic
OXMIS,L2501CU,DIABETES CHECK UP,res43: diabetes_kontopantelis_bmjqs2012,symptom
OXMIS,L2500PC,DIABETES - POOR CONTROL,res43: diabetes_kontopantelis_bmjqs2012,symptom
OXMIS,2500W,DIABETIC CLINIC,res43: diabetes_kontopantelis_bmjqs2012,symptom
OXMIS,250 LG,DIABETIC GLOMERULOSCLEROSIS,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 GA,GANGRENE DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 JA,DIABETIC ACIDOSIS,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 DR,DIABETIC DIARRHOEA,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 NH,HYPEROSMOLAR DIABETIC STATE,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 AB,ABSCESS DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 C,RETINOPATHY DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 HP,PRECOMA DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 JL,KETOSIS DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 F,NEUROPATHY DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 ED,HYPOGLYCAEMICS ORAL DIABETES,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 AT,DIABETIC AMYOTROPHY,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 M,CHARCOT'S DIABETIC ARTHROPATHY,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 G,ULCER DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 PR,PRURITUS DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 JE,DIABETIC ACETONAEMIA,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 N,DIABETIC NEPHROPATHY,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 E,HYPOGLYCAEMIA IN DIABETES MELLITUS,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 CT,DIABETIC CATARACT,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 JK,KETOACIDOSIS DIABETIC,res43: diabetes_kontopantelis_bmjqs2012,test
OXMIS,250 K,DIABETES CHEMICAL (ABNORMAL BIOCHEMISTRY,res43: diabetes_kontopantelis_bmjqs2012,test
Read,C10EQ00,Type 1 diabetes mellitus with gastroparesis,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
Read,C10EG00,Type 1 diabetes mellitus with peripheral angiopathy,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
Read,66A4.00,Diabetic on oral treatment,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
Read,C109212,Type 2 diabetes mellitus with neurological complications,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
Read,C103100,"Diabetes mellitus, adult onset, with ketoacidotic coma",res43: diabetes_kontopantelis_bmjqs2012,diagnostic
Read,Cyu2300,[X]Unspecified diabetes mellitus with renal complications,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
Read,C10FR00,Type 2 diabetes mellitus with gastroparesis,res43: diabetes_kontopantelis_bmjqs2012,diagnostic
