Coding System (OXMIS Read),Codes,Description,Entity type,Category
OXMIS,250 AA,NIDDM (NON-INSULIN DEPENDENT DIABETES),res22: diabetes,diagnostic
OXMIS,250 AD,DIABETES MELLITUS INSULIN DEPENDANT,res22: diabetes,diagnostic
OXMIS,250 AL,MATURITY ONSET DIABETES(MELLITUS) NON-IN,res22: diabetes,diagnostic
OXMIS,250 AM,MATURITY ONSET DIABETES (MELLITUS),res22: diabetes,diagnostic
OXMIS,250 E,HYPOGLYCAEMIA IN DIABETES MELLITUS,res22: diabetes,diagnostic
OXMIS,250 DC,DIETARY CONTROL DIABETES,res22: diabetes,diagnostic
OXMIS,250 AT,DIABETIC AMYOTROPHY,res22: diabetes,diagnostic
OXMIS,250 F,NEUROPATHY DIABETIC,res22: diabetes,diagnostic
OXMIS,250 C,RETINOPATHY DIABETIC,res22: diabetes,diagnostic
OXMIS,250 GA,GANGRENE DIABETIC,res22: diabetes,diagnostic
OXMIS,250 JA,DIABETIC ACIDOSIS,res22: diabetes,diagnostic
OXMIS,250 JK,KETOACIDOSIS DIABETIC,res22: diabetes,diagnostic
OXMIS,250 H,COMA DIABETIC,res22: diabetes,diagnostic
OXMIS,250 LG,DIABETIC GLOMERULOSCLEROSIS,res22: diabetes,diagnostic
OXMIS,250 JL,KETOSIS DIABETIC,res22: diabetes,diagnostic
OXMIS,250 N,DIABETIC NEPHROPATHY,res22: diabetes,diagnostic
OXMIS,2500W,DIABETIC CLINIC,res22: diabetes,diagnostic
OXMIS,250 PG,DIABETES PREGNANCY,res22: diabetes,diagnostic
OXMIS,250 NT,UNSTABLE DIABETIC,res22: diabetes,diagnostic
OXMIS,250 A,SUGAR DIABETES,res22: diabetes,diagnostic
OXMIS,250 AB,ABSCESS DIABETIC,res22: diabetes,diagnostic
OXMIS,250 AK,MATURITY ONSET DIABETES MELLITUS INSULIN,res22: diabetes,diagnostic
OXMIS,250 AN,DIABETES,res22: diabetes,diagnostic
OXMIS,250 CT,DIABETIC CATARACT,res22: diabetes,diagnostic
OXMIS,250 DR,DIABETIC DIARRHOEA,res22: diabetes,diagnostic
OXMIS,250 ED,HYPOGLYCAEMICS ORAL DIABETES,res22: diabetes,diagnostic
OXMIS,250 G,ULCER DIABETIC,res22: diabetes,diagnostic
OXMIS,250 HC,HYPOGLYCAEMIC COMA DIABETIC,res22: diabetes,diagnostic
OXMIS,250 HP,PRECOMA DIABETIC,res22: diabetes,diagnostic
OXMIS,250 JE,DIABETIC ACETONAEMIA,res22: diabetes,diagnostic
OXMIS,250 K,DIABETES CHEMICAL (ABNORMAL BIOCHEMISTRY,res22: diabetes,diagnostic
OXMIS,250 M,CHARCOT'S DIABETIC ARTHROPATHY,res22: diabetes,diagnostic
OXMIS,250 NH,HYPEROSMOLAR DIABETIC STATE,res22: diabetes,diagnostic
OXMIS,250 PR,PRURITUS DIABETIC,res22: diabetes,diagnostic
OXMIS,L0010AI,SEEN IN DIABETIC CLINIC,res22: diabetes,diagnostic
OXMIS,L2500GC,DIABETES - GOOD CONTROL,res22: diabetes,diagnostic
OXMIS,L2501CU,DIABETES CHECK UP,res22: diabetes,diagnostic
OXMIS,L2500PC,DIABETES - POOR CONTROL,res22: diabetes,diagnostic
OXMIS,L0010EI,REFERRED TO DIABETIC CLINIC,res22: diabetes,diagnostic
Read,C10E200,Type 1 diabetes mellitus with neurological complications,res22: diabetes,diagnostic
Read,42c..00,HbA1 - diabetic control,res22: diabetes,diagnostic
Read,2BBR.00,O/E - right eye preproliferative diabetic retinopathy,res22: diabetes,diagnostic
Read,13B1.00,Diabetic diet,res22: diabetes,diagnostic
Read,13AB.00,Diabetic lipid lowering diet,res22: diabetes,diagnostic
Read,2BBP.00,O/E - right eye background diabetic retinopathy,res22: diabetes,diagnostic
Read,42W3.00,Hb. A1C > 10% - bad control,res22: diabetes,diagnostic
